"ID_fish","num_fish","cage","trial","boldness","bassin_bold","date_bold","exp_bold","video_bold","exploration","activity","bassin_exp","date_act","video_act","exp_act","mass_1","mass_2","mass_3","mass_4","TL_1","TL_2","TL_3","TL_4","SL_1","SL_2","SL_3","SL_4","BS_pre","BS_post_corps","BS_muscle","BS_post_tot","P04_alive","P04_dead","P013_alive","P013_dead","P06","gonade","treatment","P04_tot","adj_mass3","adj_mass4","bs_mod","dens_tot","dens_bs2","dens_ces","fulton1","fulton2","fulton3","fulton4","log_boldness","log_activity","id","z_log_activity","z_log_boldness","z_exploration","tank1","tank2","(id = ID_fish)"
"R/BG",35,"6",4,58,4,"23/08/2022","VM",4653,0.2928666,711.45,1,"18/08/2022",1,"MG",2.3,3.1,2.5,2.3,53.4,53,54.7,54.6,43.3,45.5,43.5,44.2,11,6,6,12,8,4,0,0,0,0,"E",12,2.464,2.264,1,3.97526501766784,0.441696113074205,3.53356890459364,0.0283311463125467,0.0329099713232064,0.0299345636997857,0.0262186070396867,-0.47777801281711,-0.300336940013026,"R/BG",-0.300336940013025,-0.477778012817109,0.112867136535368,"4","1","R/BG"
"R/BR",36,"6",4,139,1,"25/08/2022","MG",2,0.2968542,718.59,4,"22/08/2022",4647,"VM",2.3,2.2,2,2,53.1,51.2,51.6,52.2,43.4,43.1,43.6,43.9,0,2,2,4,26,10,0,0,0,1,"E",36,1.892,1.892,4,15.8562367864693,2.11416490486258,13.7420718816068,0.0281357597873543,0.0274783638797606,0.0228276741293052,0.0223628716570092,0.401925541867091,-0.273290572722608,"R/BR",-0.273290572722607,0.401925541867092,0.16954037764741,"1","4","R/BR"
"R/RB",32,"6",4,124,4,"24/08/2022","VM",4660,0.2972973,526.32,4,"19/08/2022",4641,"MG",2.2,1.9,1.8,1.8,53.8,52.4,51.2,50.9,44,42.4,41,41.5,0,5,2,7,29,18,0,0,0,0,"E",47,1.659,1.659,7,21.6998191681736,4.21940928270042,17.4804098854732,0.0258264462809917,0.0249261974650215,0.0240710378549354,0.0232114406238687,0.286992043481126,-1.1166606900771,"R/RB",-1.1166606900771,0.286992043481127,0.175837878183257,"4","4","R/RB"
"R/RG",34,"6",4,292,1,"23/08/2022","MG",4768,0.3019126,509.53,2,"18/08/2022",1120,"MG",2.1,1.8,1.9,1.9,51.8,50.4,52.6,52.4,44.9,44.2,43.2,43.2,0,0,1,1,9,8,1,0,0,1,"E",17,1.849,1.849,1,5.40832882639265,0.540832882639264,4.86749594375338,0.0231995879664798,0.0208451822753693,0.0229343095882233,0.0229343095882233,1.14902295292911,-1.20447133568529,"R/RG",-1.20447133568529,1.14902295292911,0.241432223078534,"1","2","R/RG"
"B/GB",37,"7",3,107,3,"15/08/2022","MG",1105,0.2038104,619.45,3,"12/08/2022",4754,"MG",1.8,1.9,1.6,1.7,50.5,51.5,50,50.4,42.9,41,39.8,41.4,0,6,3,9,8,8,0,2,6,0,"E",16,1.5472,1.6472,9,13.9630888780962,5.46381738708111,8.49927149101506,0.0227982036383425,0.02756779501168,0.0245412816969878,0.0232137503871307,0.138582315194883,-0.675388428167701,"B/GB",-0.675388428167701,0.138582315194883,-1.15283240582651,"3","3","B/GB"
"G/GB",38,"7",3,86,4,"16/08/2022","MG",4627,0.2786885,1350.68,2,"13/08/2022",5,"SGG",2.1,2.3,2.5,2.6,53.5,53.1,56.1,55.6,44.9,43.4,44.6,45.2,2,7,0,7,1,2,0,0,4,0,"E",3,2.4878,2.5878,5,3.86428626632661,1.9321431331633,1.9321431331633,0.0231995879664798,0.0281357597873543,0.0280421228349132,0.0280230501553472,-0.0813172110444402,1.43595537515432,"G/GB",1.43595537515432,-0.0813172110444398,-0.0886372470062706,"4","2","G/GB"
"OG/B",42,"7",3,32,3,"17/08/2022","MG",1118,0.1921922,925.73,4,"14/08/2022",4613,"MG",2.1,2.7,2.2,2.3,50.3,50.4,51.7,53.9,41.1,43.1,41.8,44.6,14,6,5,11,0,8,0,0,6,1,"E",8,2.1712,2.2712,0,2.64177527298345,0,2.64177527298345,0.0302478025295546,0.0337234465797062,0.0297283622925628,0.0256006388707512,-1.07634488632528,0.412744304614138,"OG/B",0.412744304614138,-1.07634488632527,-1.31795454693593,"3","4","OG/B"
"OG/G",40,"7",3,40,3,"17/08/2022","MG",1116,0.3037634,563.74,3,"14/08/2022",1098,"MG",1.8,1.7,1.8,1.8,51.6,48.8,50.5,51.2,40.5,41,40.1,40.2,4,2,3,5,1,2,0,0,2,1,"E",3,1.7894,1.7894,1,2.23538616295965,0.558846540739913,1.67653962221974,0.0270961404934885,0.0246659218525558,0.0277507238117354,0.0275441435923277,-0.851753089600784,-0.930632239197295,"OG/G",-0.930632239197295,-0.851753089600783,0.26773647492179,"3","3","OG/G"
"OO/B",39,"7",3,16,2,"15/08/2022","SGG",716,0.2338223,1286.72,2,"12/08/2022",697,"JAP",1.8,2,1.8,1.9,49,50.5,51.5,49,40.1,42.1,39.1,41.8,4,9,4,13,0,3,0,0,3,1,"E",3,1.7886,1.8886,9,6.35391295139257,4.76543471354443,1.58847823784814,0.0279151128093907,0.0268030186256455,0.02992147194504,0.0258589651002828,-1.77399072802503,1.30456216598102,"OO/B",1.30456216598102,-1.77399072802503,-0.726292220017878,"2","2","OO/B"
"R/GB",41,"7",3,203,3,"16/08/2022","MG",1110,0.3101237,1021.27,2,"13/08/2022",6,"SGG",1.8,1.8,2,2.2,51.7,50,51.8,53.2,42.8,41.1,41.6,42.6,0,9,6,15,2,4,0,0,0,0,"E",6,1.982,2.182,15,7.7910174152154,6.87442713107241,0.916590284142988,0.0229583777875552,0.0259266878824754,0.0275311059825899,0.0282244799736578,0.783115633031957,0.678769968239689,"R/GB",0.67876996823969,0.783115633031958,0.358131403060249,"3","2","R/GB"
"B/GB",37,"7",4,74,2,"23/08/2022","MG",6,0.2942459,603.51,4,"18/08/2022",4639,"MG",1.8,1.9,1.6,1.7,50.5,51.5,50,50.4,42.9,41,39.8,41.4,0,6,3,9,8,8,0,2,6,0,"E",16,1.5472,1.6472,9,13.9630888780962,5.46381738708111,8.49927149101506,0.0227982036383425,0.02756779501168,0.0245412816969878,0.0232137503871307,-0.232574775064468,-0.745996762378152,"B/GB",-0.745996762378152,-0.232574775064468,0.132470256573948,"2","4","B/GB"
"G/GB",38,"7",4,32,4,"24/08/2022","VM",4661,0.3693918,506.43,1,"19/08/2022",6,"MG",2.1,2.3,2.5,2.6,53.5,53.1,56.1,55.6,44.9,43.4,44.6,45.2,2,7,0,7,1,2,0,0,4,0,"E",3,2.4878,2.5878,5,3.86428626632661,1.9321431331633,1.9321431331633,0.0231995879664798,0.0281357597873543,0.0280421228349132,0.0280230501553472,-1.07634488632528,-1.2210001514344,"G/GB",-1.2210001514344,-1.07634488632527,1.20047148771082,"4","1","G/GB"
"OG/B",42,"7",4,268,2,"25/08/2022","MG",836,0.2632058,774.81,4,"22/08/2022",4649,"VM",2.1,2.7,2.2,2.3,50.3,50.4,51.7,53.9,41.1,43.1,41.8,44.6,14,6,5,11,0,8,0,0,6,1,"E",8,2.1712,2.2712,0,2.64177527298345,0,2.64177527298345,0.0302478025295546,0.0337234465797062,0.0297283622925628,0.0256006388707512,1.06269948767815,-0.0692693779536503,"OG/B",-0.0692693779536499,1.06269948767815,-0.30868308665052,"2","4","OG/B"
"OG/G",40,"7",4,62,4,"25/08/2022","VM",6.1,0.2800926,738.22,3,"22/08/2022",1135,"VM",1.8,1.7,1.8,1.8,51.6,48.8,50.5,51.2,40.5,41,40.1,40.2,4,2,3,5,1,2,0,0,2,1,"E",3,1.7894,1.7894,1,2.23538616295965,0.558846540739913,1.67653962221974,0.0270961404934885,0.0246659218525558,0.0277507238117354,0.0275441435923277,-0.410653798218626,-0.200294586865289,"OG/G",-0.200294586865289,-0.410653798218625,-0.0686816602258968,"4","3","OG/G"
"OO/B",39,"7",4,151,1,"23/08/2022","MG",4772,0.3665756,849.5,4,"18/08/2022",4637,"MG",1.8,2,1.8,1.9,49,50.5,51.5,49,40.1,42.1,39.1,41.8,4,9,4,13,0,3,0,0,3,1,"E",3,1.7886,1.8886,9,6.35391295139257,4.76543471354443,1.58847823784814,0.0279151128093907,0.0268030186256455,0.02992147194504,0.0258589651002828,0.485268872105883,0.179992130648866,"OO/B",0.179992130648867,0.485268872105884,1.1604466152011,"1","4","OO/B"
"R/GB",41,"7",4,75,3,"24/08/2022","VM",824,0.2850539,521.93,3,"19/08/2022",779,"MG",1.8,1.8,2,2.2,51.7,50,51.8,53.2,42.8,41.1,41.6,42.6,0,9,6,15,2,4,0,0,0,0,"E",6,1.982,2.182,15,7.7910174152154,6.87442713107241,0.916590284142988,0.0229583777875552,0.0259266878824754,0.0275311059825899,0.0282244799736578,-0.21906463669789,-1.13934666744212,"R/GB",-1.13934666744212,-0.219064636697889,0.00183016421215439,"3","3","R/GB"
"OB/O",44,"8",3,92,4,"15/08/2022","MG",4621,0.2497843,1119.77,2,"12/08/2022",696,"JAP",2.3,2.8,2.7,3.1,56.1,56,55.8,56.2,47.2,46.1,44.9,46.8,4,4,2,6,3,2,0,0,1,1,"E",5,2.6842,3.0842,2,1.94539913105505,0.648466377018352,1.2969327540367,0.021872671986912,0.028579541370014,0.0296534923902976,0.0300888073460942,-0.0134382231101598,0.928156752415725,"OB/O",0.928156752415725,-0.0134382231101594,-0.499434392093711,"4","2","OB/O"
"OG/O",46,"8",3,43,1,"17/08/2022","JAP",768,0.200579,618.96,1,"14/08/2022",6,"SGG",2.3,2.2,2.3,2.3,53.2,53.3,53.9,53.9,45.8,44.1,43.2,45.1,6,16,14,30,1,6,0,0,0,1,"E",7,2.279,2.279,24,10.9697235629662,10.5309346204476,0.438788942518649,0.0239403999787159,0.0256511542593841,0.0282678699575776,0.0248436098033211,-0.778963052744192,-0.677531747882409,"OG/O",-0.677531747882409,-0.778963052744191,-1.19875825378755,"1","1","OG/O"
"OO/G",43,"8",3,32,3,"15/08/2022","MG",1106,0.3628035,981.12,3,"12/08/2022",4752,"MG",2.2,2.4,2.3,2.2,50.5,52.6,54.1,53.3,43.4,43.3,42.8,44.5,4,5,4,9,0,2,0,0,0,1,"E",2,2.294,2.194,5,2.27894257064722,2.27894257064722,0,0.0269124658835563,0.0295629352826574,0.0292591770248065,0.024897548686538,-1.07634488632528,0.57013981301052,"OO/G",0.57013981301052,-1.07634488632527,1.10683613952683,"3","3","OO/G"
"OO/O",45,"8",3,53,4,"17/08/2022","MG",4631,0.2689516,649.16,1,"14/08/2022",4,"SGG",3.2,3.1,3.8,4.1,59.4,61.3,63.1,66.1,50.5,48.8,51.3,51.5,2,5,1,6,2,6,0,0,1,0,"E",8,3.7752,4.0752,4,1.71770710639969,0.981546917942678,0.736160188457008,0.0248471077869477,0.0266748648565298,0.027963264394687,0.029835082321568,-0.568514208111066,-0.548503731751552,"OO/O",-0.548503731751551,-0.568514208111065,-0.227021659029502,"4","1","OO/O"
"R/GG",47,"8",3,30,2,"16/08/2022","JAP",724,0.3784153,1095.31,3,"13/08/2022",1093,"MG",2.9,2.7,2.9,2.9,56.8,58.6,58.3,59,45.9,47.8,46.7,46.5,0,6,0,6,4,2,0,0,4,1,"E",6,2.8788,2.8788,6,4.86313741836876,2.08420175072947,2.77893566763929,0.029988858932087,0.0247217991844224,0.0282657720538684,0.0286320626289073,-1.14130227512213,0.868337635676928,"R/GG",0.868337635676928,-1.14130227512213,1.32871679596002,"2","3","R/GG"
"R/GR",48,"8",3,231,1,"16/08/2022","JAP",3,0.3175151,660.1,4,"13/08/2022",4608,"MG",2.3,1.8,2.2,2.7,51.5,53.2,54.1,54.2,44.1,43.2,43.3,44.1,2,2,2,4,3,0,0,0,4,0,"E",3,2.1878,2.6878,2,3.34846342733834,0.744102983852965,2.60436044348538,0.0268171158166288,0.0223265317786923,0.0269490790880825,0.0313387147356239,0.913165973989891,-0.503239324618706,"R/GR",-0.503239324618706,0.913165973989891,0.463180704483547,"1","4","R/GR"
"OB/O",44,"8",4,28,4,"23/08/2022","VM",4655,0.2758945,1086.31,3,"18/08/2022",773,"MG",2.3,2.8,2.7,3.1,56.1,56,55.8,56.2,47.2,46.1,44.9,46.8,4,4,2,6,3,2,0,0,1,1,"E",5,2.6842,3.0842,2,1.94539913105505,0.648466377018352,1.2969327540367,0.021872671986912,0.028579541370014,0.0296534923902976,0.0300888073460942,-1.21074292387571,0.845990535642721,"OB/O",0.845990535642722,-1.21074292387571,-0.128346604932604,"4","3","OB/O"
"OG/O",46,"8",4,43,1,"25/08/2022","MG",5,0.3371143,606.83,2,"22/08/2022",787,"MG",2.3,2.2,2.3,2.3,53.2,53.3,53.9,53.9,45.8,44.1,43.2,45.1,6,16,14,30,1,6,0,0,0,1,"E",7,2.279,2.279,24,10.9697235629662,10.5309346204476,0.438788942518649,0.0239403999787159,0.0256511542593841,0.0282678699575776,0.0248436098033211,-0.778963052744192,-0.731137847565664,"OG/O",-0.731137847565664,-0.778963052744191,0.741731759555051,"1","2","OG/O"
"OO/G",43,"8",4,36,2,"23/08/2022","MG",7,0.3542857,592.95,4,"18/08/2022",4638,"MG",2.2,2.4,2.3,2.2,50.5,52.6,54.1,53.3,43.4,43.3,42.8,44.5,4,5,4,9,0,2,0,0,0,1,"E",2,2.294,2.194,5,2.27894257064722,2.27894257064722,0,0.0269124658835563,0.0295629352826574,0.0292591770248065,0.024897548686538,-0.957797415668222,-0.793808256747108,"OO/G",-0.793808256747108,-0.957797415668221,0.985778026089135,"2","4","OO/G"
"OO/O",45,"8",4,24,4,"25/08/2022","VM",5.1,0.3531616,583.53,2,"22/08/2022",786,"MG",3.2,3.1,3.8,4.1,59.4,61.3,63.1,66.1,50.5,48.8,51.3,51.5,2,5,1,6,2,6,0,0,1,0,"E",8,3.7752,4.0752,4,1.71770710639969,0.981546917942678,0.736160188457008,0.0248471077869477,0.0266748648565298,0.027963264394687,0.029835082321568,-1.36589407184662,-0.83718240321592,"OO/O",-0.837182403215919,-1.36589407184662,0.969801902522568,"4","2","OO/O"
"R/GG",47,"8",4,15,1,"24/08/2022","MG",4777,0.4100753,621.66,4,"19/08/2022",4645,"MG",2.9,2.7,2.9,2.9,56.8,58.6,58.3,59,45.9,47.8,46.7,46.5,0,6,0,6,4,2,0,0,4,1,"E",6,2.8788,2.8788,6,4.86313741836876,2.08420175072947,2.77893566763929,0.029988858932087,0.0247217991844224,0.0282657720538684,0.0286320626289073,-1.83894811682188,-0.66574263902329,"R/GG",-0.665742639023289,-1.83894811682188,1.77868038649248,"1","4","R/GG"
"R/GR",48,"8",4,27,1,"24/08/2022","MG",4778,0.3964218,690.75,2,"19/08/2022",1130,"MG",2.3,1.8,2.2,2.7,51.5,53.2,54.1,54.2,44.1,43.2,43.3,44.1,2,2,2,4,3,0,0,0,4,0,"E",3,2.1878,2.6878,2,3.34846342733834,0.744102983852965,2.60436044348538,0.0268171158166288,0.0223265317786923,0.0269490790880825,0.0313387147356239,-1.24734660118957,-0.380310649509239,"R/GR",-0.380310649509238,-1.24734660118957,1.58463181152927,"1","2","R/GR"
"B/OB",52,"9",3,40,2,"15/08/2022","SGG",715,0.1905184,1081.95,2,"12/08/2022",695,"JAP",1.9,2.1,2.2,2.1,51.1,51.2,54.3,54.2,43.4,42.1,43.2,44.3,2,2,2,4,1,4,0,0,0,1,"E",5,2.185,2.085,2,1.43884892086331,0.959232613908873,0.479616306954436,0.0232425841721623,0.0281431695569277,0.0271019288535792,0.0239825236072287,-0.851753089600784,0.835097949007327,"B/OB",0.835097949007327,-0.851753089600783,-1.34174320953331,"2","2","B/OB"
"BB/O",50,"9",3,32,2,"17/08/2022","JAP",6,0.2105263,959.08,2,"14/08/2022",710,"SGG",1.8,1.6,1.8,1.9,46.4,49.5,50,50.5,41.1,40.8,42,42.4,0,6,1,7,4,4,0,0,44,1,"E",8,1.7408,1.8408,7,29.8783137766189,3.80269448066058,26.0756192959583,0.0259266878824754,0.0235580583636761,0.0234963826800561,0.0241495496282166,-1.07634488632528,0.508602422237346,"BB/O",0.508602422237346,-1.07634488632527,-1.05738355940651,"2","2","BB/O"
"G/OG",53,"9",3,36,1,"15/08/2022","SGG",4,0.2656578,811.22,1,"12/08/2022",5,"JAP",2,1.8,2.4,2.5,52,53.3,56,56.4,42.5,43.4,46.2,45.9,2,8,4,12,2,4,0,0,0,0,"E",6,2.382,2.482,10,4.8348106365834,4.0290088638195,0.8058017727639,0.0260533279055567,0.0220192902683643,0.0241554888206937,0.025666326851531,-0.957797415668222,0.0551078568662502,"G/OG",0.0551078568662506,-0.957797415668221,-0.273834358792478,"1","1","G/OG"
"GO/B",49,"9",3,85,4,"16/08/2022","MG",4626,0.2882883,595.33,3,"13/08/2022",1094,"MG",1.8,1.9,2.2,1.9,49.5,49.1,51.9,53.1,41.2,41.6,43.8,43.4,20,30,8,38,0,4,0,0,0,0,"E",4,2.188,1.888,18,9.53389830508475,9.53389830508475,0,0.0257383591693076,0.0263920793980428,0.0260390410435267,0.0230957889037065,-0.0930891603994867,-0.78295864851668,"GO/B",-0.78295864851668,-0.0930891603994863,0.0477986492790583,"4","3","GO/B"
"O/GO",54,"9",3,134,1,"17/08/2022","JAP",767,0.3355735,1179.96,2,"14/08/2022",709,"SGG",1.2,1.2,1.8,1.8,44.4,46,49.3,49,38.8,37.9,39.1,40.4,22,18,5,23,0,8,0,0,0,1,"E",8,1.776,1.776,1,0.563063063063063,0.563063063063063,0,0.0205440502786869,0.022042640422503,0.0297106866680035,0.0269338766049921,0.365053645978396,1.06996516427613,"O/GO",1.06996516427613,0.365053645978397,0.719833341984224,"1","2","O/GO"
"O/OB",51,"9",3,27,4,"16/08/2022","MG",4625,0.3424408,610.79,2,"13/08/2022",7,"SGG",1.5,1.8,1.8,1.8,46.7,47.7,52.3,49.8,40.9,42,41,41.9,16,14,9,23,4,2,0,0,0,1,"E",6,1.782,1.782,7,6.17283950617284,3.92817059483726,2.24466891133558,0.0219240778246883,0.0242954324586978,0.0258556898477967,0.0242251029189631,-1.24734660118957,-0.713520511036227,"O/OB",-0.713520511036226,-1.24734660118957,0.817433941013395,"4","2","O/OB"
"B/OB",52,"9",4,14,3,"23/08/2022","VM",810,0.2866637,1096.54,3,"18/08/2022",772,"MG",1.9,2.1,2.2,2.1,51.1,51.2,54.3,54.2,43.4,42.1,43.2,44.3,2,2,2,4,1,4,0,0,0,1,"E",5,2.185,2.085,2,1.43884892086331,0.959232613908873,0.479616306954436,0.0232425841721623,0.0281431695569277,0.0271019288535792,0.0239825236072287,-1.90838876557546,0.871377468034408,"B/OB",0.871377468034408,-1.90838876557546,0.024709235217813,"3","3","B/OB"
"BB/O",50,"9",4,91,4,"25/08/2022","VM",4.1,0.3221326,1003.64,3,"22/08/2022",1134,"VM",1.8,1.6,1.8,1.9,46.4,49.5,50,50.5,41.1,40.8,42,42.4,0,6,1,7,4,4,0,0,44,1,"E",8,1.7408,1.8408,7,29.8783137766189,3.80269448066058,26.0756192959583,0.0259266878824754,0.0235580583636761,0.0234963826800561,0.0241495496282166,-0.0244382254534814,0.631605725319758,"BB/O",0.631605725319759,-0.024438225453481,0.52880631658979,"4","3","BB/O"
"G/OG",53,"9",4,30,1,"23/08/2022","MG",4771,0.3305556,717.62,2,"22/08/2022",784,"MG",2,1.8,2.4,2.5,52,53.3,56,56.4,42.5,43.4,46.2,45.9,2,8,4,12,2,4,0,0,0,0,"E",6,2.382,2.482,10,4.8348106365834,4.0290088638195,0.8058017727639,0.0260533279055567,0.0220192902683643,0.0241554888206937,0.025666326851531,-1.14130227512213,-0.27694912411684,"G/OG",-0.27694912411684,-1.14130227512213,0.648517097482239,"1","2","G/OG"
"GO/B",49,"9",4,18,3,"24/08/2022","VM",825,0.3960784,590.63,3,"19/08/2022",780,"MG",1.8,1.9,2.2,1.9,49.5,49.1,51.9,53.1,41.2,41.6,43.8,43.4,20,30,8,38,0,4,0,0,0,0,"E",4,2.188,1.888,18,9.53389830508475,9.53389830508475,0,0.0257383591693076,0.0263920793980428,0.0260390410435267,0.0230957889037065,-1.65544325736797,-0.804426342525153,"GO/B",-0.804426342525153,-1.65544325736797,1.57975128414491,"3","3","GO/B"
"O/GO",54,"9",4,49,1,"25/08/2022","MG",6,0.3723684,752.88,1,"22/08/2022",6,"MG",1.2,1.2,1.8,1.8,44.4,46,49.3,49,38.8,37.9,39.1,40.4,22,18,5,23,0,8,0,0,0,1,"E",8,1.776,1.776,1,0.563063063063063,0.563063063063063,0,0.0205440502786869,0.022042640422503,0.0297106866680035,0.0269338766049921,-0.647495119726398,-0.147035158585106,"O/GO",-0.147035158585105,-0.647495119726397,1.24277602414729,"1","1","O/GO"
"O/OB",51,"9",4,28,3,"24/08/2022","VM",826,0.4373823,863.46,4,"19/08/2022",4643,"MG",1.5,1.8,1.8,1.8,46.7,47.7,52.3,49.8,40.9,42,41,41.9,16,14,9,23,4,2,0,0,0,1,"E",6,1.782,1.782,7,6.17283950617284,3.92817059483726,2.24466891133558,0.0219240778246883,0.0242954324586978,0.0258556898477967,0.0242251029189631,-1.21074292387571,0.224139325959815,"O/OB",0.224139325959816,-1.21074292387571,2.16677753641888,"3","4","O/OB"
"B/OO",56,"10",3,179,3,"15/08/2022","MG",1104,0.1924072,1296.04,3,"12/08/2022",4753,"MG",2.3,2.7,3,3,55.5,55.9,56.5,59.1,45.8,45.7,46.6,46.4,2,14,10,24,4,6,0,0,24,1,"E",10,2.9508,2.9508,22,16.9445574081605,7.45560525959062,9.48895214856988,0.0239403999787159,0.0282888416036827,0.0291596310541809,0.0295383228607159,0.65647886223137,1.32410956831637,"B/OO",1.32410956831637,0.656478862231371,-1.31489888768247,"3","3","B/OO"
"BO/G",55,"10",3,36,3,"17/08/2022","MG",1117,0.3642857,565.95,3,"14/08/2022",1100,"MG",2.4,2.2,2.7,2.8,55.8,56.1,59.1,56.8,46.6,45.6,47,48.4,4,6,0,6,19,10,0,0,0,1,"E",29,2.613,2.713,2,7.74050866199779,0.737191301142647,7.00331736085514,0.0237166580351207,0.0232021458694443,0.0251678337169991,0.0239284026911859,-0.957797415668222,-0.920035094862127,"BO/G",-0.920035094862126,-0.957797415668221,1.12790171229648,"3","3","BO/G"
"G/OO",59,"10",3,40,4,"17/08/2022","MG",4632,0.3378871,714.51,3,"14/08/2022",1099,"MG",1.6,1.7,2.1,2.2,47,49.5,50.8,50.5,39.5,41.1,42.2,41.6,24,34,6,40,4,10,0,0,2,0,"E",14,2.0564,2.1564,16,10.2021888332406,7.41977369690224,2.78241513633834,0.0259614350994546,0.0244863163334489,0.0273634115473064,0.0299536210599681,-0.851753089600784,-0.28871255311744,"G/OO",-0.28871255311744,-0.851753089600783,0.752715078025155,"4","3","G/OO"
"GO/O",58,"10",3,114,3,"16/08/2022","MG",1112,0.2907679,575.17,1,"13/08/2022",704,"SGG",2,2,1.9,2.1,49.6,50,52.5,52.4,43.4,43.5,42.4,44,5,24,7,31,11,16,0,0,14,1,"E",27,1.8078,2.0078,26,25.4009363482419,12.9494969618488,12.4514393863931,0.0244658780759603,0.0242975354706053,0.023716620935403,0.0235701540195342,0.202363210349756,-0.87626632295461,"GO/O",-0.87626632295461,0.202363210349757,0.0830396385110325,"3","1","GO/O"
"O/OO",60,"10",3,280,2,"16/08/2022","JAP",725,0.3189815,564.86,1,"13/08/2022",702,"SGG",2.4,2.8,2.8,2.8,55.9,55.6,58.3,59.9,47.1,47.2,44.6,48.5,2,12,0,12,8,4,0,0,0,1,"E",12,2.764,2.764,10,6.5123010130246,3.61794500723589,2.89435600578871,0.0229693402088608,0.0266276006797189,0.0311554094041724,0.0242277354539906,1.10678639794803,-0.925256558985221,"O/OO",-0.925256558985221,1.10678639794804,0.484021721828993,"2","1","O/OO"
"OB/B",57,"10",3,188,4,"15/08/2022","MG",4619,0.3057156,1346.83,4,"12/08/2022",4601,"MG",2.6,2.5,2.7,2.8,55.1,53.8,57.7,56.4,45.4,46.2,46.6,45.4,4,8,4,12,6,5,0,0,5,1,"E",11,2.663,2.763,8,6.87658342381469,2.89540354686934,3.98117987694535,0.0277847049559279,0.0253521083340614,0.026315608478136,0.0295265922281649,0.705853403300173,1.42822406195161,"OB/B",1.42822406195162,0.705853403300173,0.295481860943188,"4","4","OB/B"
"B/OO",56,"10",4,73,4,"23/08/2022","VM",4657,0.3190476,498.64,2,"18/08/2022",1124,"MG",2.3,2.7,3,3,55.5,55.9,56.5,59.1,45.8,45.7,46.6,46.4,2,14,10,24,4,6,0,0,24,1,"E",10,2.9508,2.9508,22,16.9445574081605,7.45560525959062,9.48895214856988,0.0239403999787159,0.0282888416036827,0.0291596310541809,0.0295383228607159,-0.24626873047039,-1.26298621419214,"B/OO",-1.26298621419214,-0.246268730470389,0.484961159394823,"4","2","B/OO"
"BO/G",55,"10",4,38,1,"25/08/2022","MG",4,0.3252688,834.54,1,"22/08/2022",9,"MG",2.4,2.2,2.7,2.8,55.8,56.1,59.1,56.8,46.6,45.6,47,48.4,4,6,0,6,19,10,0,0,0,1,"E",29,2.613,2.713,2,7.74050866199779,0.737191301142647,7.00331736085514,0.0237166580351207,0.0232021458694443,0.0251678337169991,0.0239284026911859,-0.903379287528398,0.131869881042849,"BO/G",0.13186988104285,-0.903379287528398,0.573379147058139,"1","1","BO/G"
"G/OO",59,"10",4,89,2,"25/08/2022","MG",837,0.4233333,756.9,3,"22/08/2022",1136,"VM",1.6,1.7,2.1,2.2,47,49.5,50.8,50.5,39.5,41.1,42.2,41.6,24,34,6,40,4,10,0,0,2,0,"E",14,2.0564,2.1564,16,10.2021888332406,7.41977369690224,2.78241513633834,0.0259614350994546,0.0244863163334489,0.0273634115473064,0.0299536210599681,-0.04680559475426,-0.132611723054858,"G/OO",-0.132611723054857,-0.0468055947542596,1.96710796966618,"2","3","G/OO"
"GO/O",58,"10",4,112,4,"24/08/2022","VM",4662,0.374537,628.08,4,"19/08/2022",4644,"MG",2,2,1.9,2.1,49.6,50,52.5,52.4,43.4,43.5,42.4,44,5,24,7,31,11,16,0,0,14,1,"E",27,1.8078,2.0078,26,25.4009363482419,12.9494969618488,12.4514393863931,0.0244658780759603,0.0242975354706053,0.023716620935403,0.0235701540195342,0.184548759523791,-0.637915120259405,"GO/O",-0.637915120259405,0.184548759523792,1.27359696673822,"4","4","GO/O"
"O/OO",60,"10",4,95,4,"24/08/2022","VM",4664,0.3384236,574.09,1,"19/08/2022",4,"MG",2.4,2.8,2.8,2.8,55.9,55.6,58.3,59.9,47.1,47.2,44.6,48.5,2,12,0,12,8,4,0,0,0,1,"E",12,2.764,2.764,10,6.5123010130246,3.61794500723589,2.89435600578871,0.0229693402088608,0.0266276006797189,0.0311554094041724,0.0242277354539906,0.018858350895845,-0.881356828304771,"O/OO",-0.881356828304771,0.0188583508958454,0.760340013790179,"4","1","O/OO"
"OB/B",57,"10",4,164,3,"23/08/2022","VM",811,0.3328625,778.96,2,"22/08/2022",785,"MG",2.6,2.5,2.7,2.8,55.1,53.8,57.7,56.4,45.4,46.2,46.6,45.4,4,8,4,12,6,5,0,0,5,1,"E",11,2.663,2.763,8,6.87658342381469,2.89540354686934,3.98117987694535,0.0277847049559279,0.0253521083340614,0.026315608478136,0.0295265922281649,0.568391466287446,-0.0548010713398669,"OB/B",-0.0548010713398666,0.568391466287446,0.681303610653411,"3","2","OB/B"
