"ID_fish","trial","cage","treatment","z_log_boldness","z_log_activity","z_exploration","dens_tot","BS_post_tot","ces_tot","change_bc","change_bs","name","body_condition","z_bc","z_change_bc","z_change_bs"
"R/GR",4,"8","E",-1.24734660118957,-0.380310649509238,1.58463181152927,6.60436044348538,4,3,-0.0090121829569316,0.618640750314626,"fulton4",0.0313387147356239,2.23023106112656,-2.15372666582324,-0.803362963672374
"R/RB",4,"6","E",0.286992043481127,-1.1166606900771,0.175837878183257,24.4804098854732,7,29,0.0017147568411528,4.21940928270042,"fulton4",0.0232114406238687,-1.10886457547242,0.121604723354902,0.0554667480948836
"R/RG",4,"6","E",1.14902295292911,-1.20447133568529,0.241432223078534,5.86749594375338,1,9,-0.002089127312854,0.540832882639264,"fulton4",0.0229343095882233,-1.22272403427316,-0.685251395848325,-0.821921143118744
"R/RR",4,"4","E",-0.477778012817109,0.65077910979285,1.17706371659247,38.6744345442084,14,40,0.0066428230493973,8.34561343385881,"fulton4",0.0238542972331108,-0.844746536710275,1.16691530984381,1.03961962822579
"RB/B",4,"2","E",-0.647495119726397,-1.35761129472733,0.194510088077179,19.4152644714596,17,5,0.0104842250822252,4.70039219294513,"fulton4",0.0248675280095535,-0.428460040405926,1.98172948688496,0.17018737244358
"RB/G",4,"2","E",-1.90838876557546,0.614550614609994,0.254375427181438,12.3809483560139,9,7,0.0027428459405854,3.03433613128482,"fulton4",0.0243096079559464,-0.657681842323003,0.339676553983487,-0.227188475060774
"RB/R",4,"2","E",0.430480370384653,-1.75571400946467,0.417283281259747,37.4055884843353,21,28,-0.0069049832185788,9.00820000891306,"fulton4",0.0256878532411182,-0.0914289075014917,-1.70676063467256,1.1976550676484
"RG/G",4,"1","E",-0.117054344872901,-0.761434086803312,0.453799119957001,24.3217272904104,18,14,0.0052801398939509,6.64789770575046,"fulton4",0.0277561818378145,0.758345186163228,0.877871480433563,0.634692542155097
"RR/B",4,"2","E",-0.668248230146872,-0.596362927545204,1.31260849736527,33.0808767427343,31,4,0.0008071604605022,10.0104557633864,"fulton4",0.0288636302482677,1.21334105615046,-0.0709089452654406,1.4367059849705
"RR/R",4,"1","E",-0.495282631349995,0.562482141264962,-0.421050336676635,4.33233850004814,0,9,-0.0051150210275943,0,"fulton4",0.0299222785594746,1.64828737493291,-1.32708504822838,-0.95091675739767
