"ID_fish","before_act","trial","cage","treatment","log_activity","dens_tot","dens_ces","dens_bs2","name","after_act"
"BO/G",NA,3,"10","E",-0.920035094862127,7.74050866199779,7.00331736085514,0.737191301142647,"z_log_activity",-0.920035094862126
"BO/G",NA,4,"10","E",0.131869881042849,7.74050866199779,7.00331736085514,0.737191301142647,"z_log_activity",0.13186988104285
"BR/B",1.77288487458478,1,"1","C",1.77288487458478,0,0,0,"z_log_activity",NA
"BR/B",0.983509470549057,2,"1","C",0.983509470549057,0,0,0,"z_log_activity",NA
"BR/B",NA,3,"1","E",0.915962877877711,9.79519145146928,5.34283170080142,4.45235975066785,"z_log_activity",0.915962877877712
"BR/B",NA,4,"1","E",-0.847133557658972,9.79519145146928,5.34283170080142,4.45235975066785,"z_log_activity",-0.847133557658972
"BR/G",-0.0370914025112438,1,"C1","C",-0.0370914025112441,0,0,0,"z_log_activity",NA
"BR/G",-0.598869617209699,2,"C1","C",-0.598869617209699,0,0,0,"z_log_activity",NA
"BR/G",NA,3,"C1","E",1.36690339900108,4.13793103448276,0,4.13793103448276,"z_log_activity",1.36690339900108
"BR/G",NA,4,"C1","E",0.436833027835043,4.13793103448276,0,4.13793103448276,"z_log_activity",0.436833027835043
"BR/R",2.61166218389914,1,"1","C",2.61166218389914,0,0,0,"z_log_activity",NA
"BR/R",0.803117593766896,2,"1","C",0.803117593766895,0,0,0,"z_log_activity",NA
"BR/R",NA,3,"1","E",-0.369822519235279,5.54156171284635,2.51889168765743,3.02267002518892,"z_log_activity",-0.369822519235279
"BR/R",NA,4,"1","E",-1.0323559010175,5.54156171284635,2.51889168765743,3.02267002518892,"z_log_activity",-1.0323559010175
"G/BB",1.60200947939236,1,"C2","C",1.60200947939236,0,0,0,"z_log_activity",NA
"G/BB",0.771267767801696,2,"C2","C",0.771267767801696,0,0,0,"z_log_activity",NA
"G/BB",NA,3,"C2","E",1.32379607860112,1.05263157894737,0,1.05263157894737,"z_log_activity",1.32379607860112
"G/BB",NA,4,"C2","E",-0.814994143431106,1.05263157894737,0,1.05263157894737,"z_log_activity",-0.814994143431105
"G/BG",0.97795833654667,1,"5","C",0.977958336546669,0,0,0,"z_log_activity",NA
"G/BG",-1.1923257930433,2,"5","C",-1.1923257930433,0,0,0,"z_log_activity",NA
"G/BG",NA,3,"5","E",-1.76831813487644,3.50109409190372,1.75054704595186,1.75054704595186,"z_log_activity",-1.76831813487644
"G/BG",NA,4,"5","E",-0.337094201436014,3.50109409190372,1.75054704595186,1.75054704595186,"z_log_activity",-0.337094201436014
"G/BR",-0.246847524876491,1,"5","C",-0.246847524876492,0,0,0,"z_log_activity",NA
"G/BR",-1.55412871055695,2,"5","C",-1.55412871055695,0,0,0,"z_log_activity",NA
"G/BR",NA,3,"5","E",-0.313809039626364,6.86378035902851,0,6.86378035902851,"z_log_activity",-0.313809039626364
"G/BR",NA,4,"5","E",0.452389563765598,6.86378035902851,0,6.86378035902851,"z_log_activity",0.452389563765598
"G/GB",-0.220881954517835,1,"7","C",-0.220881954517835,0,0,0,"z_log_activity",NA
"G/GB",-1.62819374958367,2,"7","C",-1.62819374958367,0,0,0,"z_log_activity",NA
"G/GB",NA,3,"7","E",1.43595537515432,3.86428626632661,1.9321431331633,1.9321431331633,"z_log_activity",1.43595537515432
"G/GB",NA,4,"7","E",-1.2210001514344,3.86428626632661,1.9321431331633,1.9321431331633,"z_log_activity",-1.2210001514344
"G/GG",1.30285662165968,1,"6","C",1.30285662165968,0,0,0,"z_log_activity",NA
"G/GG",0.285270037502553,2,"6","C",0.285270037502553,0,0,0,"z_log_activity",NA
"G/GG",NA,3,"6","E",0.634896084844939,5.19649236765183,1.6239038648912,3.57258850276064,"z_log_activity",0.63489608484494
"G/GG",NA,4,"6","E",-0.141644292609805,5.19649236765183,1.6239038648912,3.57258850276064,"z_log_activity",-0.141644292609804
"G/OG",0.514723661543258,1,"9","C",0.514723661543257,0,0,0,"z_log_activity",NA
"G/OG",-0.914393824726564,2,"9","C",-0.914393824726564,0,0,0,"z_log_activity",NA
"G/OG",NA,3,"9","E",0.0551078568662502,4.8348106365834,0.8058017727639,4.0290088638195,"z_log_activity",0.0551078568662506
"G/OG",NA,4,"9","E",-0.27694912411684,4.8348106365834,0.8058017727639,4.0290088638195,"z_log_activity",-0.27694912411684
"G/OO",0.629418932304763,1,"10","C",0.629418932304763,0,0,0,"z_log_activity",NA
"G/OO",-0.2591554937417,2,"10","C",-0.259155493741701,0,0,0,"z_log_activity",NA
"G/OO",NA,3,"10","E",-0.28871255311744,10.2021888332406,2.78241513633834,7.41977369690224,"z_log_activity",-0.28871255311744
"G/OO",NA,4,"10","E",-0.132611723054858,10.2021888332406,2.78241513633834,7.41977369690224,"z_log_activity",-0.132611723054857
"G/RB",1.80134944923936,1,"5","C",1.80134944923936,0,0,0,"z_log_activity",NA
"G/RB",0.930622785675081,2,"5","C",0.930622785675081,0,0,0,"z_log_activity",NA
"G/RB",NA,3,"5","E",1.7288273559643,5.45723863724955,3.50822483823185,1.9490137990177,"z_log_activity",1.7288273559643
"G/RB",NA,4,"5","E",1.3919653941083,5.45723863724955,3.50822483823185,1.9490137990177,"z_log_activity",1.3919653941083
"G/RG",-2.60802080837984,1,"C2","C",-2.60802080837984,0,0,0,"z_log_activity",NA
"G/RG",-1.89426358355104,2,"C2","C",-1.89426358355104,0,0,0,"z_log_activity",NA
"G/RG",NA,3,"C2","E",-0.621234811994825,5.02828409805154,0,5.02828409805154,"z_log_activity",-0.621234811994825
"G/RG",NA,4,"C2","E",-0.254060917926998,5.02828409805154,0,5.02828409805154,"z_log_activity",-0.254060917926997
"G/RR",-0.29691282073376,1,"3","C",-0.29691282073376,0,0,0,"z_log_activity",NA
"G/RR",-0.498729634954922,2,"3","C",-0.498729634954923,0,0,0,"z_log_activity",NA
"G/RR",NA,3,"3","E",1.41784754953014,9.15415598681802,7.68949102892713,1.46466495789088,"z_log_activity",1.41784754953014
"G/RR",NA,4,"3","E",1.10667122149505,9.15415598681802,7.68949102892713,1.46466495789088,"z_log_activity",1.10667122149505
"GB/B",1.8403861087881,1,"3","C",1.8403861087881,0,0,0,"z_log_activity",NA
"GB/B",0.709281889942158,2,"3","C",0.709281889942158,0,0,0,"z_log_activity",NA
"GB/B",NA,3,"3","E",1.35112106565582,6.87466948704389,1.05764145954521,5.81702802749868,"z_log_activity",1.35112106565582
"GB/B",NA,4,"3","E",0.588079369939165,6.87466948704389,1.05764145954521,5.81702802749868,"z_log_activity",0.588079369939166
"GB/G",-1.75825623276721,1,"4","C",-1.75825623276721,0,0,0,"z_log_activity",NA
"GB/G",-1.24636192563042,2,"4","C",-1.24636192563042,0,0,0,"z_log_activity",NA
"GB/G",NA,3,"4","E",-0.325657151935654,8.28025477707006,3.82165605095541,4.45859872611465,"z_log_activity",-0.325657151935654
"GB/G",NA,4,"4","E",-0.989006659849595,8.28025477707006,3.82165605095541,4.45859872611465,"z_log_activity",-0.989006659849594
"GB/R",0.560986784902192,1,"C1","C",0.560986784902192,0,0,0,"z_log_activity",NA
"GB/R",0.352720093226421,2,"C1","C",0.352720093226421,0,0,0,"z_log_activity",NA
"GB/R",NA,3,"C1","E",0.434047721576216,1.03448275862069,0,1.03448275862069,"z_log_activity",0.434047721576217
"GB/R",NA,4,"C1","E",0.0914228560806201,1.03448275862069,0,1.03448275862069,"z_log_activity",0.0914228560806205
"GG/B",0.955351984782179,1,"C2","C",0.955351984782179,0,0,0,"z_log_activity",NA
"GG/B",-1.11691800565023,2,"C2","C",-1.11691800565023,0,0,0,"z_log_activity",NA
"GG/B",NA,3,"C2","E",-0.788058933070804,0.557413600891862,0,0.557413600891862,"z_log_activity",-0.788058933070803
"GG/B",NA,4,"C2","E",-0.471503605948464,0.557413600891862,0,0.557413600891862,"z_log_activity",-0.471503605948464
"GG/G",1.47458087942984,1,"4","C",1.47458087942984,0,0,0,"z_log_activity",NA
"GG/G",-0.59262844153222,2,"4","C",-0.592628441532221,0,0,0,"z_log_activity",NA
"GG/G",NA,3,"4","E",1.38247158812775,11.142061281337,9.15240748109829,1.98965380023876,"z_log_activity",1.38247158812775
"GG/G",NA,4,"4","E",-0.519701785202567,11.142061281337,9.15240748109829,1.98965380023876,"z_log_activity",-0.519701785202567
"GG/R",0.248278689455264,1,"4","C",0.248278689455264,0,0,0,"z_log_activity",NA
"GG/R",-0.788104514612348,2,"4","C",-0.788104514612348,0,0,0,"z_log_activity",NA
"GG/R",NA,3,"4","E",1.92822145652101,8.37598883201489,6.51465798045603,1.86133085155886,"z_log_activity",1.92822145652101
"GG/R",NA,4,"4","E",1.29661486586447,8.37598883201489,6.51465798045603,1.86133085155886,"z_log_activity",1.29661486586447
"GO/B",0.547101538564356,1,"9","C",0.547101538564356,0,0,0,"z_log_activity",NA
"GO/B",-0.888915947765371,2,"9","C",-0.888915947765371,0,0,0,"z_log_activity",NA
"GO/B",NA,3,"9","E",-0.78295864851668,9.53389830508475,0,9.53389830508475,"z_log_activity",-0.78295864851668
"GO/B",NA,4,"9","E",-0.804426342525153,9.53389830508475,0,9.53389830508475,"z_log_activity",-0.804426342525153
"GO/O",-0.321510169784801,1,"10","C",-0.321510169784801,0,0,0,"z_log_activity",NA
"GO/O",-0.693682947869506,2,"10","C",-0.693682947869506,0,0,0,"z_log_activity",NA
"GO/O",NA,3,"10","E",-0.87626632295461,25.4009363482419,12.4514393863931,12.9494969618488,"z_log_activity",-0.87626632295461
"GO/O",NA,4,"10","E",-0.637915120259405,25.4009363482419,12.4514393863931,12.9494969618488,"z_log_activity",-0.637915120259405
"GR/B",-0.227211085014247,1,"C2","C",-0.227211085014248,0,0,0,"z_log_activity",NA
"GR/B",-0.910146728035755,2,"C2","C",-0.910146728035756,0,0,0,"z_log_activity",NA
"GR/B",NA,3,"C2","E",0.325905046274074,1.05429625724829,0,1.05429625724829,"z_log_activity",0.325905046274074
"GR/B",NA,4,"C2","E",-0.455693475083202,1.05429625724829,0,1.05429625724829,"z_log_activity",-0.455693475083201
"GR/G",1.85933531737343,1,"3","C",1.85933531737343,0,0,0,"z_log_activity",NA
"GR/G",0.873081247258435,2,"3","C",0.873081247258435,0,0,0,"z_log_activity",NA
"GR/G",NA,3,"3","E",0.744480262978185,7.47463961558996,4.27122263747998,3.20341697810998,"z_log_activity",0.744480262978185
"GR/G",NA,4,"3","E",-0.571002065690092,7.47463961558996,4.27122263747998,3.20341697810998,"z_log_activity",-0.571002065690091
"GR/R",0.644098627772017,1,"4","C",0.644098627772017,0,0,0,"z_log_activity",NA
"GR/R",-0.0937444306822959,2,"4","C",-0.0937444306822963,0,0,0,"z_log_activity",NA
"GR/R",NA,3,"4","E",0.441787270635064,11.4803625377643,9.06344410876133,2.41691842900302,"z_log_activity",0.441787270635064
"GR/R",NA,4,"4","E",0.377879688880585,11.4803625377643,9.06344410876133,2.41691842900302,"z_log_activity",0.377879688880585
"O/BO",0.563865994753661,1,"C1","C",0.563865994753661,0,0,0,"z_log_activity",NA
"O/BO",-1.24544433724759,2,"C1","C",-1.24544433724759,0,0,0,"z_log_activity",NA
"O/BO",NA,3,"C1","E",-0.747792507907566,3.44827586206897,0,3.44827586206897,"z_log_activity",-0.747792507907566
"O/BO",NA,4,"C1","E",0.179609505202407,3.44827586206897,0,3.44827586206897,"z_log_activity",0.179609505202407
"O/GO",-1.03445182144535,1,"9","C",-1.03445182144535,0,0,0,"z_log_activity",NA
"O/GO",-1.02956386101999,2,"9","C",-1.02956386101999,0,0,0,"z_log_activity",NA
"O/GO",NA,3,"9","E",1.06996516427613,0.563063063063063,0,0.563063063063063,"z_log_activity",1.06996516427613
"O/GO",NA,4,"9","E",-0.147035158585106,0.563063063063063,0,0.563063063063063,"z_log_activity",-0.147035158585105
"O/OB",1.27060791478487,1,"9","C",1.27060791478486,0,0,0,"z_log_activity",NA
"O/OB",-0.386198647456689,2,"9","C",-0.386198647456689,0,0,0,"z_log_activity",NA
"O/OB",NA,3,"9","E",-0.713520511036227,6.17283950617284,2.24466891133558,3.92817059483726,"z_log_activity",-0.713520511036226
"O/OB",NA,4,"9","E",0.224139325959815,6.17283950617284,2.24466891133558,3.92817059483726,"z_log_activity",0.224139325959816
"O/OO",0.795888724943485,1,"10","C",0.795888724943485,0,0,0,"z_log_activity",NA
"O/OO",-0.220881954517835,2,"10","C",-0.220881954517835,0,0,0,"z_log_activity",NA
"O/OO",NA,3,"10","E",-0.925256558985221,6.5123010130246,2.89435600578871,3.61794500723589,"z_log_activity",-0.925256558985221
"O/OO",NA,4,"10","E",-0.881356828304771,6.5123010130246,2.89435600578871,3.61794500723589,"z_log_activity",-0.881356828304771
"OB/B",1.83820905612054,1,"10","C",1.83820905612054,0,0,0,"z_log_activity",NA
"OB/B",1.67300371707929,2,"10","C",1.67300371707929,0,0,0,"z_log_activity",NA
"OB/B",NA,3,"10","E",1.42822406195161,6.87658342381469,3.98117987694535,2.89540354686934,"z_log_activity",1.42822406195162
"OB/B",NA,4,"10","E",-0.0548010713398669,6.87658342381469,3.98117987694535,2.89540354686934,"z_log_activity",-0.0548010713398666
"OB/O",0.246879304724264,1,"8","C",0.246879304724264,0,0,0,"z_log_activity",NA
"OB/O",-0.0556704717945243,2,"8","C",-0.0556704717945247,0,0,0,"z_log_activity",NA
"OB/O",NA,3,"8","E",0.928156752415725,1.94539913105505,1.2969327540367,0.648466377018352,"z_log_activity",0.928156752415725
"OB/O",NA,4,"8","E",0.845990535642721,1.94539913105505,1.2969327540367,0.648466377018352,"z_log_activity",0.845990535642722
"OG/B",1.51133745174571,1,"7","C",1.51133745174571,0,0,0,"z_log_activity",NA
"OG/B",0.315613774015524,2,"7","C",0.315613774015524,0,0,0,"z_log_activity",NA
"OG/B",NA,3,"7","E",0.412744304614138,2.64177527298345,2.64177527298345,0,"z_log_activity",0.412744304614138
"OG/B",NA,4,"7","E",-0.0692693779536503,2.64177527298345,2.64177527298345,0,"z_log_activity",-0.0692693779536499
"OG/G",-2.69545424270968,1,"7","C",-2.69545424270968,0,0,0,"z_log_activity",NA
"OG/G",-0.689680064455766,2,"7","C",-0.689680064455766,0,0,0,"z_log_activity",NA
"OG/G",NA,3,"7","E",-0.930632239197295,2.23538616295965,1.67653962221974,0.558846540739913,"z_log_activity",-0.930632239197295
"OG/G",NA,4,"7","E",-0.200294586865289,2.23538616295965,1.67653962221974,0.558846540739913,"z_log_activity",-0.200294586865289
"OG/O",0.93865806398829,1,"8","C",0.93865806398829,0,0,0,"z_log_activity",NA
"OG/O",-0.248490339179608,2,"8","C",-0.248490339179608,0,0,0,"z_log_activity",NA
"OG/O",NA,3,"8","E",-0.677531747882409,10.9697235629662,0.438788942518649,10.5309346204476,"z_log_activity",-0.677531747882409
"OG/O",NA,4,"8","E",-0.731137847565664,10.9697235629662,0.438788942518649,10.5309346204476,"z_log_activity",-0.731137847565664
"OO/B",-0.702501338120762,1,"7","C",-0.702501338120762,0,0,0,"z_log_activity",NA
"OO/B",0.0486563508704215,2,"7","C",0.0486563508704211,0,0,0,"z_log_activity",NA
"OO/B",NA,3,"7","E",1.30456216598102,6.35391295139257,1.58847823784814,4.76543471354443,"z_log_activity",1.30456216598102
"OO/B",NA,4,"7","E",0.179992130648866,6.35391295139257,1.58847823784814,4.76543471354443,"z_log_activity",0.179992130648867
"OO/G",0.211500053482763,1,"8","C",0.211500053482763,0,0,0,"z_log_activity",NA
"OO/G",-0.335396773287889,2,"8","C",-0.335396773287889,0,0,0,"z_log_activity",NA
"OO/G",NA,3,"8","E",0.57013981301052,2.27894257064722,0,2.27894257064722,"z_log_activity",0.57013981301052
"OO/G",NA,4,"8","E",-0.793808256747108,2.27894257064722,0,2.27894257064722,"z_log_activity",-0.793808256747108
"OO/O",1.74309769937804,1,"8","C",1.74309769937804,0,0,0,"z_log_activity",NA
"OO/O",0.0611776141751929,2,"8","C",0.0611776141751926,0,0,0,"z_log_activity",NA
"OO/O",NA,3,"8","E",-0.548503731751552,1.71770710639969,0.736160188457008,0.981546917942678,"z_log_activity",-0.548503731751551
"OO/O",NA,4,"8","E",-0.83718240321592,1.71770710639969,0.736160188457008,0.981546917942678,"z_log_activity",-0.837182403215919
"R/BB",1.74662227893923,1,"C2","C",1.74662227893923,0,0,0,"z_log_activity",NA
"R/BB",-0.70236884993858,2,"C2","C",-0.702368849938581,0,0,0,"z_log_activity",NA
"R/BB",NA,3,"C2","E",1.0647265937222,2.39120038259206,0,2.39120038259206,"z_log_activity",1.0647265937222
"R/BB",NA,4,"C2","E",0.433931604966087,2.39120038259206,0,2.39120038259206,"z_log_activity",0.433931604966087
"R/BG",-1.60196610510323,1,"6","C",-1.60196610510323,0,0,0,"z_log_activity",NA
"R/BG",-1.02612762213131,2,"6","C",-1.02612762213131,0,0,0,"z_log_activity",NA
"R/BG",NA,3,"6","E",-0.575549530774352,3.97526501766784,3.53356890459364,0.441696113074205,"z_log_activity",-0.575549530774352
"R/BG",NA,4,"6","E",-0.300336940013026,3.97526501766784,3.53356890459364,0.441696113074205,"z_log_activity",-0.300336940013025
"R/BR",2.20176795589613,1,"6","C",2.20176795589613,0,0,0,"z_log_activity",NA
"R/BR",0.459645653890332,2,"6","C",0.459645653890332,0,0,0,"z_log_activity",NA
"R/BR",NA,3,"6","E",-2.14791436709664,15.8562367864693,13.7420718816068,2.11416490486258,"z_log_activity",-2.14791436709663
"R/BR",NA,4,"6","E",-0.273290572722608,15.8562367864693,13.7420718816068,2.11416490486258,"z_log_activity",-0.273290572722607
"R/GB",-0.664392352854524,1,"7","C",-0.664392352854524,0,0,0,"z_log_activity",NA
"R/GB",-1.81439796418368,2,"7","C",-1.81439796418368,0,0,0,"z_log_activity",NA
"R/GB",NA,3,"7","E",0.678769968239689,7.7910174152154,0.916590284142988,6.87442713107241,"z_log_activity",0.67876996823969
"R/GB",NA,4,"7","E",-1.13934666744212,7.7910174152154,0.916590284142988,6.87442713107241,"z_log_activity",-1.13934666744212
"R/GG",0.333989520914044,1,"8","C",0.333989520914044,0,0,0,"z_log_activity",NA
"R/GG",0.0826458011661605,2,"8","C",0.0826458011661601,0,0,0,"z_log_activity",NA
"R/GG",NA,3,"8","E",0.868337635676928,4.86313741836876,2.77893566763929,2.08420175072947,"z_log_activity",0.868337635676928
"R/GG",NA,4,"8","E",-0.66574263902329,4.86313741836876,2.77893566763929,2.08420175072947,"z_log_activity",-0.665742639023289
"R/GR",1.57397058543595,1,"8","C",1.57397058543595,0,0,0,"z_log_activity",NA
"R/GR",0.135016162824734,2,"8","C",0.135016162824734,0,0,0,"z_log_activity",NA
"R/GR",NA,3,"8","E",-0.503239324618706,3.34846342733834,2.60436044348538,0.744102983852965,"z_log_activity",-0.503239324618706
"R/GR",NA,4,"8","E",-0.380310649509239,3.34846342733834,2.60436044348538,0.744102983852965,"z_log_activity",-0.380310649509238
"R/RB",1.91224011134661,1,"6","C",1.91224011134661,0,0,0,"z_log_activity",NA
"R/RB",-0.0972034895083234,2,"6","C",-0.0972034895083238,0,0,0,"z_log_activity",NA
"R/RB",NA,3,"6","E",-2.07187775290169,21.6998191681736,17.4804098854732,4.21940928270042,"z_log_activity",-2.07187775290169
"R/RB",NA,4,"6","E",-1.1166606900771,21.6998191681736,17.4804098854732,4.21940928270042,"z_log_activity",-1.1166606900771
