"ID_fish","trial","cage","treatment","log_boldness","exploration","log_activity","z_log_boldness","z_log_activity","z_exploration","dens_tot","dens_bs","dens_ces","BS_pre","BS_post_tot","name","body_condition","z_bc","z_dens","z_bs","z_ces","z_bs_pre","z_bs_post"
"GB/G",4,"4","E",0.922234189671264,0.1944202,-0.978793347009073,0.922234189671264,-0.978793347009074,-1.23153137269144,16.8216560509554,8.28025477707006,3.82165605095541,6,13,"fulton4",0.0193390868307384,-2.98893492052634,-0.172962747961757,0.284711336248989,-0.198717670627414,0.128854704909215,-0.0968118728466429
"GG/G",3,"4","E",1.33803823120834,0.2088285,1.34341956534588,1.33803823120834,1.34341956534588,-1.02355160778934,14.1524074810983,1.98965380023876,9.15240748109829,0,5,"fulton3",0.0283261736008268,0.664220187541224,-0.374165610196222,-0.76126921727262,0.769044250054309,-0.746384800134508,-0.742224358490929
"GG/G",4,"4","E",1.96867988500292,0.2303943,-0.519237860608989,1.96867988500292,-0.519237860608989,-0.712255340087686,14.1524074810983,1.98965380023876,9.15240748109829,0,5,"fulton4",0.0259868974125292,-0.286670682334749,-0.374165610196222,-0.76126921727262,0.769044250054309,-0.746384800134508,-0.742224358490929
"GG/R",3,"4","E",0.0896301855237699,0.209752,1.87783196924617,0.0896301855237697,1.87783196924617,-1.01022114459194,15.514657980456,4.18799441600745,6.51465798045603,5,9,"fulton3",0.028192841238069,0.610022001350284,-0.2714817677672,-0.395736330577105,0.290178642368229,-0.0170185459314057,-0.419518115668786
"GG/R",4,"4","E",-0.132911286094547,0.2412178,1.25934643955511,-0.132911286094547,1.25934643955511,-0.556021156636627,15.514657980456,4.18799441600745,6.51465798045603,5,9,"fulton4",0.0262885859926193,-0.164037485883375,-0.2714817677672,-0.395736330577105,0.290178642368229,-0.0170185459314057,-0.419518115668786
"GO/B",3,"9","E",-0.181218507274695,0.2882883,-0.777025798480868,-0.181218507274695,-0.777025798480868,0.123428294292655,38,20.1271186440678,0,20,38,"fulton3",0.0260390410435267,-0.265474851382532,1.42342039449015,2.25456910830233,-0.892513516958671,2.1710802166779,1.92010214479175
"GO/B",4,"9","E",-1.81188338522476,0.3960784,-0.798047520382589,-1.81188338522476,-0.79804752038259,1.67934812222336,38,20.1271186440678,0,20,38,"fulton4",0.0230957889037065,-1.46187551646804,1.42342039449015,2.25456910830233,-0.892513516958671,2.1710802166779,1.92010214479175
"GO/O",3,"10","E",0.127151922337069,0.2907679,-0.868395089591331,0.127151922337069,-0.868395089591331,0.159220624064471,43.4514393863931,15.4397848391274,12.4514393863931,5,31,"fulton3",0.023716620935403,-1.2095139040941,1.83433948993381,1.47517457574659,1.36796121230569,-0.0170185459314057,1.355366219853
"GO/O",4,"10","E",0.108558570587785,0.374537,-0.63499541955589,0.108558570587785,-0.63499541955589,1.36840406167062,43.4514393863931,15.4397848391274,12.4514393863931,5,31,"fulton4",0.0235701540195342,-1.26905114631255,1.83433948993381,1.47517457574659,1.36796121230569,-0.0170185459314057,1.355366219853
"GR/G",3,"3","E",0.612795173373436,0.2689625,0.718681938299795,0.612795173373436,0.718681938299795,-0.155534202361706,10.27122263748,3.20341697810998,4.27122263747998,0,6,"fulton3",0.0270145812468803,0.131071857042253,-0.666721915448389,-0.559448646343101,-0.117101893011296,-0.746384800134508,-0.661547797785393
"GR/G",4,"3","E",-1.3108761023798,0.2581081,-0.569472423737353,-1.3108761023798,-0.569472423737353,-0.312214418636587,10.27122263748,3.20341697810998,4.27122263747998,0,6,"fulton4",0.0254621872992244,-0.499959758062154,-0.666721915448389,-0.559448646343101,-0.117101893011296,-0.746384800134508,-0.661547797785393
"GR/R",3,"4","E",0.540732851318714,0.2348361,0.422277121642473,0.540732851318714,0.422277121642472,-0.648139204267211,14.0634441087613,3.02114803625378,9.06344410876133,1,5,"fulton3",0.0293593778729427,1.08420672610675,-0.380871499393043,-0.589755729783097,0.752893550624523,-0.600511549293887,-0.742224358490929
"GR/R",4,"4","E",-1.20746510618691,0.2924236,0.359697162634116,-1.20746510618691,0.359697162634116,0.183120188672954,14.0634441087613,3.02114803625378,9.06344410876133,1,5,"fulton4",0.026054294094795,-0.259274648404646,-0.380871499393043,-0.589755729783097,0.752893550624523,-0.600511549293887,-0.742224358490929
"O/GO",3,"9","E",0.296955669050302,0.3355735,1.03740518242626,0.296955669050302,1.03740518242626,0.805976879437944,23,12.9504504504505,0,22,23,"fulton3",0.0297106866680035,1.22701001175621,0.292749025926468,1.06125619634872,-0.892513516958671,2.46282671835914,0.709953734208715
"O/GO",4,"9","E",-0.759864748709194,0.3723684,-0.154313049229021,-0.759864748709194,-0.154313049229021,1.33710092957546,23,12.9504504504505,0,22,23,"fulton4",0.0269338766049921,0.0982662791835958,0.292749025926468,1.06125619634872,-0.892513516958671,2.46282671835914,0.709953734208715
"O/OB",3,"9","E",-1.38594352605312,0.3424408,-0.709030176086052,-1.38594352605312,-0.709030176086052,0.905104426720565,25.2446689113356,12.9068462401796,2.24466891133558,16,23,"fulton3",0.0258556898477967,-0.340005160746036,0.461947883923279,1.05400583089667,-0.48500903557443,1.58758721331542,0.709953734208715
