"ID_fish","trial","cage","treatment","exploration","log_boldness","log_activity","z_log_boldness","z_log_activity","z_exploration","dens_tot","dens_ces","BS_pre","BS_post_tot","dens_bs2","name","body_condition","z_bc","z_ces","z_bs2","z_dens"
"B/BB",1,"5","C",0.2346851,0.882588090254451,1.08114269010892,0.882588090254451,1.08114269010892,-0.650318846869059,0,0,4,0,0,"fulton1",0.033457980481986,2.12588618437878,-0.5029148703709,-0.58306243216953,-0.625192705122838
"B/BB",2,"5","C",0.2234685,0.240593657197488,0.587938880111294,0.240593657197488,0.587938880111294,-0.812227318444535,0,0,4,0,0,"fulton2",0.0269713972732514,0.066591969956967,-0.5029148703709,-0.58306243216953,-0.625192705122838
"B/BB",3,"5","E",0.2397661,-0.271500767607743,1.04826186383858,-0.271500767607744,1.04826186383858,-0.576976038524732,4.77453580901857,2.12201591511936,4,9,2.6525198938992,"fulton3",0.0303546896369057,1.14068508893354,-0.0253514102889644,0.231368561036187,0.0969325692910016
"B/BB",4,"5","E",0.2879929,1.22768061048692,0.243331437665179,1.22768061048692,0.243331437665179,0.119164278235793,4.77453580901857,2.12201591511936,4,9,2.6525198938992,"fulton4",0.0275512577996917,0.250680169991488,-0.0253514102889644,0.231368561036187,0.0969325692910016
"B/BG",1,"6","C",0.2822581,1.1043538504429,0.981389172335183,1.1043538504429,0.981389172335183,0.0363840504670372,0,0,4,0,0,"fulton1",0.0247256292025962,-0.646371549667052,-0.5029148703709,-0.58306243216953,-0.625192705122838
"B/BG",2,"6","C",0.3481982,-0.341095545020992,-0.182396658148502,-0.341095545020992,-0.182396658148502,0.988210879143638,0,0,4,0,0,"fulton2",0.0228096850023897,-1.25462595413186,-0.5029148703709,-0.58306243216953,-0.625192705122838
"B/BG",3,"6","E",0.376163,-0.370277892372224,1.40897457067871,-0.370277892372224,1.40897457067871,1.39187491511834,6.3973063973064,2.02020202020202,4,17,4.37710437710438,"fulton3",0.0305128626612969,1.19090024590058,-0.0482648086262284,0.760885816214723,0.34236871287685
"B/BG",4,"6","E",0.4804762,-2.66376310356803,1.36253706110994,-2.66376310356803,1.36253706110994,2.89760666780158,6.3973063973064,2.02020202020202,4,17,4.37710437710438,"fulton4",0.0278882603607423,0.357668302554458,-0.0482648086262284,0.760885816214723,0.34236871287685
"B/BR",1,"5","C",0.1935484,1.05219080415692,-0.476094563606191,1.05219080415692,-0.476094563606192,-1.24411556090529,0,0,4,0,0,"fulton1",0.0254825247725392,-0.406080071403694,-0.5029148703709,-0.58306243216953,-0.625192705122838
"B/BR",2,"5","C",0.2364865,0.154439091563892,-0.0630759027418318,0.154439091563892,-0.0630759027418319,-0.624316143670581,0,0,4,0,0,"fulton2",0.0283369965985686,0.500128502111103,-0.5029148703709,-0.58306243216953,-0.625192705122838
"B/BR",3,"5","E",0.3198937,0.663772681798585,0.296466907316982,0.663772681798585,0.296466907316981,0.579643369050738,6.12912013075456,2.72405339144647,4,9,3.40506673930809,"fulton3",0.024142301782836,-0.831560383598641,0.110138195724475,0.46243090901324,0.301806846954312
"B/BR",4,"5","E",0.3424408,0.189753238658708,-0.445685170402637,0.189753238658708,-0.445685170402637,0.905104426720565,6.12912013075456,2.72405339144647,4,9,3.40506673930809,"fulton4",0.0243773321490195,-0.756945342409716,0.110138195724475,0.46243090901324,0.301806846954312
"B/GB",1,"7","C",0.1148649,0.540732851318714,-1.36597781769177,0.540732851318714,-1.36597781769177,-2.37988979045871,0,0,0,0,0,"fulton1",0.0227982036383425,-1.25827094037427,-0.5029148703709,-0.58306243216953,-0.625192705122838
"B/GB",2,"7","C",0.3148148,-0.156787244517606,-1.62971400667286,-0.156787244517606,-1.62971400667286,0.506330873616767,0,0,0,0,0,"fulton2",0.02756779501168,0.255930235222181,-0.5029148703709,-0.58306243216953,-0.625192705122838
"B/GB",3,"7","E",0.2038104,0.0605823362137477,-0.671690253070606,0.0605823362137475,-0.671690253070606,-1.09598647229488,13.9630888780962,8.49927149101506,0,9,5.46381738708111,"fulton3",0.0245412816969878,-0.704896313710976,1.40986131217559,1.09455070524366,1.48665644442468
"B/GB",4,"7","E",0.2942459,-0.326802849041266,-0.740831762406916,-0.326802849041266,-0.740831762406916,0.20942457750308,13.9630888780962,8.49927149101506,0,9,5.46381738708111,"fulton4",0.0232137503871307,-1.12634740096001,1.40986131217559,1.09455070524366,1.48665644442468
"B/GG",1,"C2","C",0.1302409,1.43524728261501,-0.154665348126486,1.43524728261501,-0.154665348126486,-2.1579415477698,0,0,0,0,0,"fulton1",0.0281857095521257,0.452099435122905,-0.5029148703709,-0.58306243216953,-0.625192705122838
"B/GG",2,"C2","C",0.03069171,-0.52974964579658,-1.44479348649975,-0.52974964579658,-1.44479348649975,-3.59490615375348,0,0,0,0,0,"fulton2",0.0286014816320156,0.584094510354881,-0.5029148703709,-0.58306243216953,-0.625192705122838
"B/GR",1,"C1","C",0.2269338,-1.27526262576324,0.751054804847448,-1.27526262576324,0.751054804847448,-0.762206685939988,0,0,2,0,0,"fulton1",0.0294805578954031,0.863174667808465,-0.5029148703709,-0.58306243216953,-0.625192705122838
"B/GR",2,"C1","C",0.349136,0.145421895001317,0.771955556017695,0.145421895001317,0.771955556017695,1.00174775882585,0,0,2,0,0,"fulton2",0.0226708840556579,-1.2986910616566,-0.5029148703709,-0.58306243216953,-0.625192705122838
"B/OB",1,"9","C",0.2986265,0.836707569278344,0.838803745977329,0.836707569278344,0.838803745977329,0.272657308507442,0,0,2,0,0,"fulton1",0.0232425841721623,-1.11719354525744,-0.5029148703709,-0.58306243216953,-0.625192705122838
"B/OB",2,"9","C",0.2905282,-0.400294132959892,-0.227639572744276,-0.400294132959893,-0.227639572744276,0.155760621868026,0,0,2,0,0,"fulton2",0.0281431695569277,0.438594271745858,-0.5029148703709,-0.58306243216953,-0.625192705122838
"B/OB",3,"9","E",0.1905184,-0.97305348624432,0.80741712310028,-0.973053486244321,0.80741712310028,-1.28785276013444,1.43884892086331,0.479616306954436,2,4,0.959232613908873,"fulton3",0.0271019288535792,0.108031803459206,-0.39497636650346,-0.288539185705688,-0.407573817469747
"B/OB",4,"9","E",0.2866637,-2.07588842548389,0.842942967628086,-2.07588842548389,0.842942967628086,0.0999776494518377,1.43884892086331,0.479616306954436,2,4,0.959232613908873,"fulton4",0.0239825236072287,-0.882285127586496,-0.39497636650346,-0.288539185705688,-0.407573817469747
"B/OO",1,"10","C",0.3593265,1.96867988500292,1.45898820490901,1.96867988500292,1.45898820490901,1.1488447650122,0,0,2,0,0,"fulton1",0.0239403999787159,-0.895658107119088,-0.5029148703709,-0.58306243216953,-0.625192705122838
"B/OO",2,"10","C",0.3218292,-0.564769453592906,-0.309953156624883,-0.564769453592906,-0.309953156624883,0.607581768096289,0,0,2,0,0,"fulton2",0.0282888416036827,0.484840745957676,-0.5029148703709,-0.58306243216953,-0.625192705122838
"B/OO",3,"10","E",0.1924072,0.601122864959868,1.28626996420039,0.601122864959868,1.28626996420039,-1.26058846247635,16.9445574081605,9.48895214856988,2,24,7.45560525959062,"fulton3",0.0291596310541809,0.761290090656719,1.63259070634767,1.70611021851782,1.93758903065896
"B/OO",4,"10","E",0.3190476,-0.341095545020992,-1.24708122161141,-0.341095545020992,-1.24708122161141,0.567430153120776,16.9445574081605,9.48895214856988,2,24,7.45560525959062,"fulton4",0.0295383228607159,0.881513299263118,1.63259070634767,1.70611021851782,1.93758903065896
"B/RB",1,"3","C",0.2025206,-1.3108761023798,0.936708075924213,-1.3108761023798,0.936708075924213,-1.11460437314167,0,0,22,0,0,"fulton1",0.0281743050338092,0.448478845078548,-0.5029148703709,-0.58306243216953,-0.625192705122838
"B/RB",2,"3","C",0.2280872,0.0605823362137477,-0.998431050938314,0.0605823362137475,-0.998431050938314,-0.745557680794476,0,0,22,0,0,"fulton2",0.0244658780759603,-0.728834685505743,-0.5029148703709,-0.58306243216953,-0.625192705122838
"B/RB",3,"3","E",0.2707133,0.798503470018553,-1.95033039830315,0.798503470018553,-1.95033039830315,-0.130261895955635,6.32111251580278,3.37126000842815,22,29,2.94985250737463,"fulton3",0.03104418897183,1.35958029856337,0.255793197268755,0.322661710717065,0.330844759598392
"B/RB",4,"3","E",0.331299,0.63006400524959,-0.229305990082478,0.63006400524959,-0.229305990082478,0.744275672142563,6.32111251580278,3.37126000842815,22,29,2.94985250737463,"fulton4",0.0260411522633745,-0.228732718741193,0.255793197268755,0.322661710717065,0.330844759598392
"B/RG",1,"5","C",0.2225225,-1.05495184773183,-0.358814742331158,-1.05495184773183,-0.358814742331158,-0.825882562824328,0,0,0,0,0,"fulton1",0.0305962388913108,1.21736968020256,-0.5029148703709,-0.58306243216953,-0.625192705122838
"B/RG",2,"5","C",0.3229951,-0.400294132959892,-0.121195416811781,-0.400294132959893,-0.121195416811781,0.62441120723202,0,0,0,0,0,"fulton2",0.0293815704099603,0.831749131511015,-0.5029148703709,-0.58306243216953,-0.625192705122838
"B/RG",3,"5","E",0.3610988,1.38359537309941,0.913281328909871,1.38359537309941,0.913281328909871,1.17442741788145,4.02058539723384,2.01029269861692,0,5,2.01029269861692,"fulton3",0.0286087926694961,0.586415543894502,-0.0504949190931325,0.034178811877101,-0.0170987564299357
"B/RG",4,"5","E",0.3419204,-0.781525247015277,-0.0256628283448825,-0.781525247015277,-0.0256628283448826,0.897592598839757,4.02058539723384,2.01029269861692,0,5,2.01029269861692,"fulton4",0.0286087926694961,0.586415543894502,-0.0504949190931325,0.034178811877101,-0.0170987564299357
"B/RR",1,"3","C",0.2968468,1.96548202271778,1.31413820538424,1.96548202271778,1.31413820538424,0.246967838715983,0,0,2,0,0,"fulton1",0.0280287732174341,0.402276889776104,-0.5029148703709,-0.58306243216953,-0.625192705122838
"B/RR",2,"3","C",0.247366,-0.355585387843642,-0.67576085639253,-0.355585387843642,-0.67576085639253,-0.467273615943339,0,0,2,0,0,"fulton2",0.026291962629656,-0.149108004221996,-0.5029148703709,-0.58306243216953,-0.625192705122838
"B/RR",3,"3","E",0.3278689,1.29041548436382,0.413333580246245,1.29041548436382,0.413333580246245,0.694763141754474,3.22812051649928,1.43472022955524,2,7,1.79340028694405,"fulton3",0.0285390451689286,0.56427281947903,-0.180028528098858,-0.0324159392739838,-0.136955207895404
