"ID_fish","num_fish","cage","trial","boldness","bassin_bold","date_bold","exp_bold","video_bold","exploration","activity","bassin_exp","date_act","video_act","exp_act","mass_1","mass_2","mass_3","mass_4","TL_1","TL_2","TL_3","TL_4","SL_1","SL_2","SL_3","SL_4","BS_pre","BS_post_corps","BS_muscle","BS_post_tot","P04_alive","P04_dead","P013_alive","P013_dead","P06","gonade","treatment","P04_tot","parasite_load","adj_mass3","adj_mass4","dens_tot","dens_bs","dens_ces","fulton1","fulton2","fulton3","fulton4","log_boldness","log_activity","id","z_log_activity","z_log_boldness","z_exploration","tank1","tank2","(id = ID_fish)"
"R/BG",35,"6",3,156,3,"15/08/2022","MG",1102,0.2325976,642.71,2,"12/08/2022",4751,"JAP",2.3,3.1,2.5,2.3,53.4,53,54.7,54.6,43.3,45.5,43.5,44.2,11,6,6,12,8,4,0,0,0,0,"E",12,20,2.464,2.264,15.5335689045936,5.30035335689046,3.53356890459364,0.0283311463125467,0.0329099713232064,0.0299345636997857,0.0262186070396867,0.456648231082816,-0.573925419309275,"R/BG",-0.573925419309275,0.456648231082815,-0.680451323235677,"3","2","R/BG"
"R/BR",36,"6",3,27,4,"17/08/2022","MG",4629,0.2853345,359.66,3,"14/08/2022",1096,"MG",2.3,2.2,2,2,53.1,51.2,51.6,52.2,43.4,43.1,43.6,43.9,0,2,2,4,26,10,0,0,0,1,"E",36,30,1.892,1.892,17.7420718816068,2.11416490486258,13.7420718816068,0.0281357597873543,0.0274783638797606,0.0228276741293052,0.0223628716570092,-1.38594352605312,-2.11362578508525,"R/BR",-2.11362578508525,-1.38594352605312,0.0807910206678812,"4","3","R/BR"
"R/RB",32,"6",3,332,3,"16/08/2022","MG",1107,0.2516129,369.9,1,"13/08/2022",3,"SGG",2.2,1.9,1.8,1.8,53.8,52.4,51.2,50.9,44,42.4,41,41.5,0,5,2,7,29,18,0,0,0,0,"E",47,36,1.659,1.659,24.4804098854732,4.21940928270042,17.4804098854732,0.0258264462809917,0.0249261974650215,0.0240710378549354,0.0232114406238687,1.2500664762895,-2.03916876341708,"R/RB",-2.03916876341708,1.2500664762895,-0.405970806898363,"3","1","R/RB"
"R/RG",34,"6",3,238,1,"15/08/2022","SGG",1,0.1203624,933.61,4,"12/08/2022",4599,"MG",2.1,1.8,1.9,1.9,51.8,50.4,52.6,52.4,44.9,44.2,43.2,43.2,0,0,1,1,9,8,1,0,0,1,"E",17,10,1.849,1.849,5.86749594375338,0.540832882639264,4.86749594375338,0.0231995879664798,0.0208451822753693,0.0229343095882233,0.0229343095882233,0.900393549557411,0.416318112919098,"R/RG",0.416318112919098,0.90039354955741,-2.30053492156028,"1","4","R/RG"
"B/BG",33,"6",4,8,2,"25/08/2022","MG",1.1,0.4804762,1333.85,3,"22/08/2022",781,"VM",2.6,2.7,3,3,56.4,54.1,57.9,57.6,47.2,49.1,46,47.4,4,6,11,17,6,4,0,0,0,0,"E",10,23,2.97,2.97,19.020202020202,5.72390572390572,2.02020202020202,0.0247256292025962,0.0228096850023897,0.0305128626612969,0.0278882603607423,-2.66376310356803,1.36253706110994,"B/BG",1.36253706110994,-2.66376310356803,2.89760666780158,"2","3","B/BG"
"G/GG",31,"6",4,81,2,"24/08/2022","MG",2,0.2849462,754.38,1,"19/08/2022",1,"MG",2.6,2.5,3.2,3.1,55.6,57.9,59,57.5,44.1,46.6,47.1,50,8,8,11,19,5,2,0,0,0,0,"E",7,24,3.179,3.079,20.6239038648912,6.17083468658655,1.6239038648912,0.030315000488363,0.0247048521199174,0.0304248052183202,0.024632,-0.23185466819093,-0.149034173663834,"G/GG",-0.149034173663834,-0.23185466819093,0.0751860191957097,"2","1","G/GG"
"R/BG",35,"6",4,58,4,"23/08/2022","VM",4653,0.2928666,711.45,1,"18/08/2022",1,"MG",2.3,3.1,2.5,2.3,53.4,53,54.7,54.6,43.3,45.5,43.5,44.2,11,6,6,12,8,4,0,0,0,0,"E",12,20,2.464,2.264,15.5335689045936,5.30035335689046,3.53356890459364,0.0283311463125467,0.0329099713232064,0.0299345636997857,0.0262186070396867,-0.582727103689242,-0.304430123514888,"R/BG",-0.304430123514888,-0.582727103689242,0.189514769286324,"4","1","R/BG"
"R/BR",36,"6",4,139,1,"25/08/2022","MG",2,0.2968542,718.59,4,"22/08/2022",4647,"VM",2.3,2.2,2,2,53.1,51.2,51.6,52.2,43.4,43.1,43.6,43.9,0,2,2,4,26,10,0,0,0,1,"E",36,30,1.892,1.892,17.7420718816068,2.11416490486258,13.7420718816068,0.0281357597873543,0.0274783638797606,0.0228276741293052,0.0223628716570092,0.335439714201008,-0.277945620269845,"R/BR",-0.277945620269845,0.335439714201008,0.247074655638193,"1","4","R/BR"
"R/RB",32,"6",4,124,4,"24/08/2022","VM",4660,0.2972973,526.32,4,"19/08/2022",4641,"MG",2.2,1.9,1.8,1.8,53.8,52.4,51.2,50.9,44,42.4,41,41.5,0,5,2,7,29,18,0,0,0,0,"E",47,36,1.659,1.659,24.4804098854732,4.21940928270042,17.4804098854732,0.0258264462809917,0.0249261974650215,0.0240710378549354,0.0232114406238687,0.215480980466076,-1.10379547914387,"R/RB",-1.10379547914387,0.215480980466076,0.253470679723485,"4","4","R/RB"
"R/RG",34,"6",4,292,1,"23/08/2022","MG",4768,0.3019126,509.53,2,"18/08/2022",1120,"MG",2.1,1.8,1.9,1.9,51.8,50.4,52.6,52.4,44.9,44.2,43.2,43.2,0,0,1,1,9,8,1,0,0,1,"E",17,10,1.849,1.849,5.86749594375338,0.540832882639264,4.86749594375338,0.0231995879664798,0.0208451822753693,0.0229343095882233,0.0229343095882233,1.11520245236013,-1.18978193727288,"R/RG",-1.18978193727288,1.11520245236013,0.320091239328204,"1","2","R/RG"
"B/GB",37,"7",3,107,3,"15/08/2022","MG",1105,0.2038104,619.45,3,"12/08/2022",4754,"MG",1.8,1.9,1.6,1.7,50.5,51.5,50,50.4,42.9,41,39.8,41.4,0,6,3,9,8,8,0,2,6,0,"E",16,23,1.5472,1.6472,17.4992714910151,5.46381738708111,8.49927149101506,0.0227982036383425,0.02756779501168,0.0245412816969878,0.0232137503871307,0.0605823362137477,-0.671690253070606,"B/GB",-0.671690253070606,0.0605823362137475,-1.09598647229488,"3","3","B/GB"
"G/GB",38,"7",3,86,4,"16/08/2022","MG",4627,0.2786885,1350.68,2,"13/08/2022",5,"SGG",2.1,2.3,2.5,2.6,53.5,53.1,56.1,55.6,44.9,43.4,44.6,45.2,2,7,0,7,1,2,0,0,4,0,"E",3,12,2.4878,2.5878,8.9321431331633,2.70500038642863,1.9321431331633,0.0231995879664798,0.0281357597873543,0.0280421228349132,0.0280230501553472,-0.168931853182944,1.39579227462148,"G/GB",1.39579227462148,-0.168931853182945,-0.0151421232518987,"4","2","G/GB"
"OG/B",42,"7",3,32,3,"17/08/2022","MG",1118,0.1921922,925.73,4,"14/08/2022",4613,"MG",2.1,2.7,2.2,2.3,50.3,50.4,51.7,53.9,41.1,43.1,41.8,44.6,14,6,5,11,0,8,0,0,6,1,"E",8,17,2.1712,2.2712,13.6417752729834,4.84325466713632,2.64177527298345,0.0302478025295546,0.0337234465797062,0.0297283622925628,0.0256006388707512,-1.20746510618691,0.393837497216483,"OG/B",0.393837497216482,-1.20746510618691,-1.26369192710812,"3","4","OG/B"
"OG/G",40,"7",3,40,3,"17/08/2022","MG",1116,0.3037634,563.74,3,"14/08/2022",1098,"MG",1.8,1.7,1.8,1.8,51.6,48.8,50.5,51.2,40.5,41,40.1,40.2,4,2,3,5,1,2,0,0,2,1,"E",3,8,1.7894,1.7894,6.67653962221974,2.79423270369956,1.67653962221974,0.0270961404934885,0.0246659218525558,0.0277507238117354,0.0275441435923277,-0.97305348624432,-0.921631602639026,"OG/G",-0.921631602639026,-0.973053486244321,0.34680701765603,"3","3","OG/G"
"OO/B",39,"7",3,16,2,"15/08/2022","SGG",716,0.2338223,1286.72,2,"12/08/2022",697,"JAP",1.8,2,1.8,1.9,49,50.5,51.5,49,40.1,42.1,39.1,41.8,4,9,4,13,0,3,0,0,3,1,"E",3,16,1.7886,1.8886,14.5884782378481,6.88340569734195,1.58847823784814,0.0279151128093907,0.0268030186256455,0.02992147194504,0.0258589651002828,-1.93561410487747,1.26712864163298,"OO/B",1.26712864163298,-1.93561410487747,-0.662773122609954,"2","2","OO/B"
"R/GB",41,"7",3,203,3,"16/08/2022","MG",1110,0.3101237,1021.27,2,"13/08/2022",6,"SGG",1.8,1.8,2,2.2,51.7,50,51.8,53.2,42.8,41.1,41.6,42.6,0,9,6,15,2,4,0,0,0,0,"E",6,17,1.982,2.182,15.916590284143,6.87442713107241,0.916590284142988,0.0229583777875552,0.0259266878824754,0.0275311059825899,0.0282244799736578,0.733296573085456,0.654336716054332,"R/GB",0.654336716054332,0.733296573085456,0.438616162295358,"3","2","R/GB"
"B/GB",37,"7",4,74,2,"23/08/2022","MG",6,0.2942459,603.51,4,"18/08/2022",4639,"MG",1.8,1.9,1.6,1.7,50.5,51.5,50,50.4,42.9,41,39.8,41.4,0,6,3,9,8,8,0,2,6,0,"E",16,23,1.5472,1.6472,17.4992714910151,5.46381738708111,8.49927149101506,0.0227982036383425,0.02756779501168,0.0245412816969878,0.0232137503871307,-0.326802849041266,-0.740831762406916,"B/GB",-0.740831762406916,-0.326802849041266,0.20942457750308,"2","4","B/GB"
"G/GB",38,"7",4,32,4,"24/08/2022","VM",4661,0.3693918,506.43,1,"19/08/2022",6,"MG",2.1,2.3,2.5,2.6,53.5,53.1,56.1,55.6,44.9,43.4,44.6,45.2,2,7,0,7,1,2,0,0,4,0,"E",3,12,2.4878,2.5878,8.9321431331633,2.70500038642863,1.9321431331633,0.0231995879664798,0.0281357597873543,0.0280421228349132,0.0280230501553472,-1.20746510618691,-1.20596738168556,"G/GB",-1.20596738168556,-1.20746510618691,1.29413454435252,"4","1","G/GB"
"OG/B",42,"7",4,268,2,"25/08/2022","MG",836,0.2632058,774.81,4,"22/08/2022",4649,"VM",2.1,2.7,2.2,2.3,50.3,50.4,51.7,53.9,41.1,43.1,41.8,44.6,14,6,5,11,0,8,0,0,6,1,"E",8,17,2.1712,2.2712,13.6417752729834,4.84325466713632,2.64177527298345,0.0302478025295546,0.0337234465797062,0.0297283622925628,0.0256006388707512,1.02510466774086,-0.0781627830076232,"OG/B",-0.0781627830076233,1.02510466774086,-0.238630550481327,"2","4","OG/B"
"OG/G",40,"7",4,62,4,"25/08/2022","VM",6.1,0.2800926,738.22,3,"22/08/2022",1135,"VM",1.8,1.7,1.8,1.8,51.6,48.8,50.5,51.2,40.5,41,40.1,40.2,4,2,3,5,1,2,0,0,2,1,"E",3,8,1.7894,1.7894,6.67653962221974,2.79423270369956,1.67653962221974,0.0270961404934885,0.0246659218525558,0.0277507238117354,0.0275441435923277,-0.512668018224483,-0.206466060610159,"OG/G",-0.206466060610159,-0.512668018224483,0.00512566600145146,"4","3","OG/G"
"OO/B",39,"7",4,151,1,"23/08/2022","MG",4772,0.3665756,849.5,4,"18/08/2022",4637,"MG",1.8,2,1.8,1.9,49,50.5,51.5,49,40.1,42.1,39.1,41.8,4,9,4,13,0,3,0,0,3,1,"E",3,16,1.7886,1.8886,14.5884782378481,6.88340569734195,1.58847823784814,0.0279151128093907,0.0268030186256455,0.02992147194504,0.0258589651002828,0.422427063416846,0.165920541106159,"OO/B",0.165920541106159,0.422427063416845,1.25348348809208,"1","4","OO/B"
"R/GB",41,"7",4,75,3,"24/08/2022","VM",824,0.2850539,521.93,3,"19/08/2022",779,"MG",1.8,1.8,2,2.2,51.7,50,51.8,53.2,42.8,41.1,41.6,42.6,0,9,6,15,2,4,0,0,0,0,"E",6,17,1.982,2.182,15.916590284143,6.87442713107241,0.916590284142988,0.0229583777875552,0.0259266878824754,0.0275311059825899,0.0282244799736578,-0.312702007130093,-1.12601017565706,"R/GB",-1.12601017565706,-0.312702007130093,0.0767406384554396,"3","3","R/GB"
"OB/O",44,"8",3,92,4,"15/08/2022","MG",4621,0.2497843,1119.77,2,"12/08/2022",696,"JAP",2.3,2.8,2.7,3.1,56.1,56,55.8,56.2,47.2,46.1,44.9,46.8,4,4,2,6,3,2,0,0,1,1,"E",5,10,2.6842,3.0842,7.2969327540367,1.94539913105505,1.2969327540367,0.021872671986912,0.028579541370014,0.0296534923902976,0.0300888073460942,-0.0980849934409688,0.898542713253848,"OB/O",0.898542713253847,-0.0980849934409691,-0.432366134459559,"4","2","OB/O"
"OG/O",46,"8",3,43,1,"17/08/2022","JAP",768,0.200579,618.96,1,"14/08/2022",6,"SGG",2.3,2.2,2.3,2.3,53.2,53.3,53.9,53.9,45.8,44.1,43.2,45.1,6,16,14,30,1,6,0,0,0,1,"E",7,31,2.279,2.279,30.4387889425186,13.1636682755595,0.438788942518649,0.0239403999787159,0.0256511542593841,0.0282678699575776,0.0248436098033211,-0.897080851873503,-0.673789047238777,"OG/O",-0.673789047238777,-0.897080851873503,-1.14263082397445,"1","1","OG/O"
"OO/G",43,"8",3,32,3,"15/08/2022","MG",1106,0.3628035,981.12,3,"12/08/2022",4752,"MG",2.2,2.4,2.3,2.2,50.5,52.6,54.1,53.3,43.4,43.3,42.8,44.5,4,5,4,9,0,2,0,0,0,1,"E",2,9,2.294,2.194,9,4.102096627165,0,0.0269124658835563,0.0295629352826574,0.0292591770248065,0.024897548686538,-1.20746510618691,0.547963254961254,"OO/G",0.547963254961254,-1.20746510618691,1.1990342837316,"3","3","OO/G"
"OO/O",45,"8",3,53,4,"17/08/2022","MG",4631,0.2689516,649.16,1,"14/08/2022",4,"SGG",3.2,3.1,3.8,4.1,59.4,61.3,63.1,66.1,50.5,48.8,51.3,51.5,2,5,1,6,2,6,0,0,1,0,"E",8,9,3.7752,4.0752,6.73616018845701,1.47232037691402,0.736160188457008,0.0248471077869477,0.0266748648565298,0.027963264394687,0.029835082321568,-0.677430556070342,-0.5474414725266,"OO/O",-0.5474414725266,-0.677430556070342,-0.155691540801177,"4","1","OO/O"
"R/GG",47,"8",3,30,2,"16/08/2022","JAP",724,0.3784153,1095.31,3,"13/08/2022",1093,"MG",2.9,2.7,2.9,2.9,56.8,58.6,58.3,59,45.9,47.8,46.7,46.5,0,6,0,6,4,2,0,0,4,1,"E",6,14,2.8788,2.8788,8.77893566763929,2.08420175072947,2.77893566763929,0.029988858932087,0.0247217991844224,0.0282657720538684,0.0286320626289073,-1.27526262576324,0.83996628506397,"R/GG",0.83996628506397,-1.27526262576324,1.42438623321201,"2","3","R/GG"
"R/GR",48,"8",3,231,1,"16/08/2022","JAP",3,0.3175151,660.1,4,"13/08/2022",4608,"MG",2.3,1.8,2.2,2.7,51.5,53.2,54.1,54.2,44.1,43.2,43.3,44.1,2,2,2,4,3,0,0,0,4,0,"E",3,11,2.1878,2.6878,6.60436044348538,1.48820596770593,2.60436044348538,0.0268171158166288,0.0223265317786923,0.0269490790880825,0.0313387147356239,0.869033102836951,-0.503117392892457,"R/GR",-0.503117392892457,0.869033102836951,0.545308945919894,"1","4","R/GR"
"OB/O",44,"8",4,28,4,"23/08/2022","VM",4655,0.2758945,1086.31,3,"18/08/2022",773,"MG",2.3,2.8,2.7,3.1,56.1,56,55.8,56.2,47.2,46.1,44.9,46.8,4,4,2,6,3,2,0,0,1,1,"E",5,10,2.6842,3.0842,7.2969327540367,1.94539913105505,1.2969327540367,0.021872671986912,0.028579541370014,0.0296534923902976,0.0300888073460942,-1.34773942679333,0.818083426008702,"OB/O",0.818083426008701,-1.34773942679333,-0.0554727287457096,"4","3","OB/O"
"OG/O",46,"8",4,43,1,"25/08/2022","MG",5,0.3371143,606.83,2,"22/08/2022",787,"MG",2.3,2.2,2.3,2.3,53.2,53.3,53.9,53.9,45.8,44.1,43.2,45.1,6,16,14,30,1,6,0,0,0,1,"E",7,31,2.279,2.279,30.4387889425186,13.1636682755595,0.438788942518649,0.0239403999787159,0.0256511542593841,0.0282678699575776,0.0248436098033211,-0.897080851873503,-0.726281528235225,"OG/O",-0.726281528235225,-0.897080851873503,0.828217894808331,"1","2","OG/O"
"OO/G",43,"8",4,36,2,"23/08/2022","MG",7,0.3542857,592.95,4,"18/08/2022",4638,"MG",2.2,2.4,2.3,2.2,50.5,52.6,54.1,53.3,43.4,43.3,42.8,44.5,4,5,4,9,0,2,0,0,0,1,"E",2,9,2.294,2.194,9,4.102096627165,0,0.0269124658835563,0.0295629352826574,0.0292591770248065,0.024897548686538,-1.0837343865342,-0.787650015822174,"OO/G",-0.787650015822174,-1.0837343865342,1.07608223238042,"2","4","OO/G"
"OO/O",45,"8",4,24,4,"25/08/2022","VM",5.1,0.3531616,583.53,2,"22/08/2022",786,"MG",3.2,3.1,3.8,4.1,59.4,61.3,63.1,66.1,50.5,48.8,51.3,51.5,2,5,1,6,2,6,0,0,1,0,"E",8,9,3.7752,4.0752,6.73616018845701,1.47232037691402,0.736160188457008,0.0248471077869477,0.0266748648565298,0.027963264394687,0.029835082321568,-1.50967424570584,-0.830123103263798,"OO/O",-0.830123103263798,-1.50967424570584,1.05985616450798,"4","2","OO/O"
"R/GG",47,"8",4,15,1,"24/08/2022","MG",4777,0.4100753,621.66,4,"19/08/2022",4645,"MG",2.9,2.7,2.9,2.9,56.8,58.6,58.3,59,45.9,47.8,46.7,46.5,0,6,0,6,4,2,0,0,4,1,"E",6,14,2.8788,2.8788,8.77893566763929,2.08420175072947,2.77893566763929,0.029988858932087,0.0247217991844224,0.0282657720538684,0.0286320626289073,-2.0034116244538,-0.662244846552494,"R/GG",-0.662244846552494,-2.0034116244538,1.88138944363937,"1","4","R/GG"
"R/GR",48,"8",4,27,1,"24/08/2022","MG",4778,0.3964218,690.75,2,"19/08/2022",1130,"MG",2.3,1.8,2.2,2.7,51.5,53.2,54.1,54.2,44.1,43.2,43.3,44.1,2,2,2,4,3,0,0,0,4,0,"E",3,11,2.1878,2.6878,6.60436044348538,1.48820596770593,2.60436044348538,0.0268171158166288,0.0223265317786923,0.0269490790880825,0.0313387147356239,-1.38594352605312,-0.382742450857307,"R/GR",-0.382742450857307,-1.38594352605312,1.68430500480267,"1","2","R/GR"
"B/OB",52,"9",3,40,2,"15/08/2022","SGG",715,0.1905184,1081.95,2,"12/08/2022",695,"JAP",1.9,2.1,2.2,2.1,51.1,51.2,54.3,54.2,43.4,42.1,43.2,44.3,2,2,2,4,1,4,0,0,0,1,"E",5,5,2.185,2.085,4.47961630695444,1.91846522781775,0.479616306954436,0.0232425841721623,0.0281431695569277,0.0271019288535792,0.0239825236072287,-0.97305348624432,0.80741712310028,"B/OB",0.80741712310028,-0.973053486244321,-1.28785276013444,"2","2","B/OB"
"BB/O",50,"9",3,32,2,"17/08/2022","JAP",6,0.2105263,959.08,2,"14/08/2022",710,"SGG",1.8,1.6,1.8,1.9,46.4,49.5,50,50.5,41.1,40.8,42,42.4,0,6,1,7,4,4,0,0,44,1,"E",8,55,1.7408,1.8408,33.0756192959583,3.80269448066058,26.0756192959583,0.0259266878824754,0.0235580583636761,0.0234963826800561,0.0241495496282166,-1.20746510618691,0.487704248340392,"BB/O",0.487704248340392,-1.20746510618691,-0.999044341501799,"2","2","BB/O"
"G/OG",53,"9",3,36,1,"15/08/2022","SGG",4,0.2656578,811.22,1,"12/08/2022",5,"JAP",2,1.8,2.4,2.5,52,53.3,56,56.4,42.5,43.4,46.2,45.9,2,8,4,12,2,4,0,0,0,0,"E",6,14,2.382,2.482,12.8058017727639,4.8348106365834,0.8058017727639,0.0260533279055567,0.0220192902683643,0.0241554888206937,0.025666326851531,-1.0837343865342,0.0436306262079675,"G/OG",0.0436306262079674,-1.0837343865342,-0.203236618959915,"1","1","G/OG"
"GO/B",49,"9",3,85,4,"16/08/2022","MG",4626,0.2882883,595.33,3,"13/08/2022",1094,"MG",1.8,1.9,2.2,1.9,49.5,49.1,51.9,53.1,41.2,41.6,43.8,43.4,20,30,8,38,0,4,0,0,0,0,"E",4,38,2.188,1.888,38,20.1271186440678,0,0.0257383591693076,0.0263920793980428,0.0260390410435267,0.0230957889037065,-0.181218507274695,-0.777025798480868,"GO/B",-0.777025798480868,-0.181218507274695,0.123428294292655,"4","3","GO/B"
"O/GO",54,"9",3,134,1,"17/08/2022","JAP",767,0.3355735,1179.96,2,"14/08/2022",709,"SGG",1.2,1.2,1.8,1.8,44.4,46,49.3,49,38.8,37.9,39.1,40.4,22,18,5,23,0,8,0,0,0,1,"E",8,23,1.776,1.776,23,12.9504504504505,0,0.0205440502786869,0.022042640422503,0.0297106866680035,0.0269338766049921,0.296955669050302,1.03740518242626,"O/GO",1.03740518242626,0.296955669050302,0.805976879437944,"1","2","O/GO"
"O/OB",51,"9",3,27,4,"16/08/2022","MG",4625,0.3424408,610.79,2,"13/08/2022",7,"SGG",1.5,1.8,1.8,1.8,46.7,47.7,52.3,49.8,40.9,42,41,41.9,16,14,9,23,4,2,0,0,0,1,"E",6,27,1.782,1.782,25.2446689113356,12.9068462401796,2.24466891133558,0.0219240778246883,0.0242954324586978,0.0258556898477967,0.0242251029189631,-1.38594352605312,-0.709030176086052,"O/OB",-0.709030176086052,-1.38594352605312,0.905104426720565,"4","2","O/OB"
"B/OB",52,"9",4,14,3,"23/08/2022","VM",810,0.2866637,1096.54,3,"18/08/2022",772,"MG",1.9,2.1,2.2,2.1,51.1,51.2,54.3,54.2,43.4,42.1,43.2,44.3,2,2,2,4,1,4,0,0,0,1,"E",5,5,2.185,2.085,4.47961630695444,1.91846522781775,0.479616306954436,0.0232425841721623,0.0281431695569277,0.0271019288535792,0.0239825236072287,-2.07588842548389,0.842942967628086,"B/OB",0.842942967628086,-2.07588842548389,0.0999776494518377,"3","3","B/OB"
"BB/O",50,"9",4,91,4,"25/08/2022","VM",4.1,0.3221326,1003.64,3,"22/08/2022",1134,"VM",1.8,1.6,1.8,1.9,46.4,49.5,50,50.5,41.1,40.8,42,42.4,0,6,1,7,4,4,0,0,44,1,"E",8,55,1.7408,1.8408,33.0756192959583,3.80269448066058,26.0756192959583,0.0259266878824754,0.0235580583636761,0.0234963826800561,0.0241495496282166,-0.10956594869524,0.60815226801922,"BB/O",0.60815226801922,-0.109565948695241,0.611961261906891,"4","3","BB/O"
"G/OG",53,"9",4,30,1,"23/08/2022","MG",4771,0.3305556,717.62,2,"22/08/2022",784,"MG",2,1.8,2.4,2.5,52,53.3,56,56.4,42.5,43.4,46.2,45.9,2,8,4,12,2,4,0,0,0,0,"E",6,14,2.382,2.482,12.8058017727639,4.8348106365834,0.8058017727639,0.0260533279055567,0.0220192902683643,0.0241554888206937,0.025666326851531,-1.27526262576324,-0.281528168537133,"G/OG",-0.281528168537133,-1.27526262576324,0.733544901876242,"1","2","G/OG"
"GO/B",49,"9",4,18,3,"24/08/2022","VM",825,0.3960784,590.63,3,"19/08/2022",780,"MG",1.8,1.9,2.2,1.9,49.5,49.1,51.9,53.1,41.2,41.6,43.8,43.4,20,30,8,38,0,4,0,0,0,0,"E",4,38,2.188,1.888,38,20.1271186440678,0,0.0257383591693076,0.0263920793980428,0.0260390410435267,0.0230957889037065,-1.81188338522476,-0.798047520382589,"GO/B",-0.79804752038259,-1.81188338522476,1.67934812222336,"3","3","GO/B"
"O/GO",54,"9",4,49,1,"25/08/2022","MG",6,0.3723684,752.88,1,"22/08/2022",6,"MG",1.2,1.2,1.8,1.8,44.4,46,49.3,49,38.8,37.9,39.1,40.4,22,18,5,23,0,8,0,0,0,1,"E",8,23,1.776,1.776,23,12.9504504504505,0,0.0205440502786869,0.022042640422503,0.0297106866680035,0.0269338766049921,-0.759864748709194,-0.154313049229021,"O/GO",-0.154313049229021,-0.759864748709194,1.33710092957546,"1","1","O/GO"
"O/OB",51,"9",4,28,3,"24/08/2022","VM",826,0.4373823,863.46,4,"19/08/2022",4643,"MG",1.5,1.8,1.8,1.8,46.7,47.7,52.3,49.8,40.9,42,41,41.9,16,14,9,23,4,2,0,0,0,1,"E",6,27,1.782,1.782,25.2446689113356,12.9068462401796,2.24466891133558,0.0219240778246883,0.0242954324586978,0.0258556898477967,0.0242251029189631,-1.34773942679333,0.20915061799292,"O/OB",0.20915061799292,-1.34773942679333,2.27555832131277,"3","4","O/OB"
"B/OO",56,"10",3,179,3,"15/08/2022","MG",1104,0.1924072,1296.04,3,"12/08/2022",4753,"MG",2.3,2.7,3,3,55.5,55.9,56.5,59.1,45.8,45.7,46.6,46.4,2,14,10,24,4,6,0,0,24,1,"E",10,52,2.9508,2.9508,33.4889521485699,8.13338755591704,9.48895214856988,0.0239403999787159,0.0282888416036827,0.0291596310541809,0.0295383228607159,0.601122864959868,1.28626996420039,"B/OO",1.28626996420039,0.601122864959868,-1.26058846247635,"3","3","B/OO"
"BO/G",55,"10",3,36,3,"17/08/2022","MG",1117,0.3642857,565.95,3,"14/08/2022",1100,"MG",2.4,2.2,2.7,2.8,55.8,56.1,59.1,56.8,46.6,45.6,47,48.4,4,6,0,6,19,10,0,0,0,1,"E",29,25,2.613,2.713,13.0033173608551,2.21157390342794,7.00331736085514,0.0237166580351207,0.0232021458694443,0.0251678337169991,0.0239284026911859,-1.0837343865342,-0.911254604481777,"BO/G",-0.911254604481777,-1.0837343865342,1.22042942455583,"3","3","BO/G"
"G/OO",59,"10",3,40,4,"17/08/2022","MG",4632,0.3378871,714.51,3,"14/08/2022",1099,"MG",1.6,1.7,2.1,2.2,47,49.5,50.8,50.5,39.5,41.1,42.2,41.6,24,34,6,40,4,10,0,0,2,0,"E",14,46,2.0564,2.1564,42.7824151363383,18.5494342422556,2.78241513633834,0.0259614350994546,0.0244863163334489,0.0273634115473064,0.0299536210599681,-0.97305348624432,-0.293047222840946,"G/OO",-0.293047222840946,-0.973053486244321,0.839373045819647,"4","3","G/OO"
"GO/O",58,"10",3,114,3,"16/08/2022","MG",1112,0.2907679,575.17,1,"13/08/2022",704,"SGG",2,2,1.9,2.1,49.6,50,52.5,52.4,43.4,43.5,42.4,44,5,24,7,31,11,16,0,0,14,1,"E",27,56,1.8078,2.0078,43.4514393863931,15.4397848391274,12.4514393863931,0.0244658780759603,0.0242975354706053,0.023716620935403,0.0235701540195342,0.127151922337069,-0.868395089591331,"GO/O",-0.868395089591331,0.127151922337069,0.159220624064471,"3","1","GO/O"
"O/OO",60,"10",3,280,2,"16/08/2022","JAP",725,0.3189815,564.86,1,"13/08/2022",702,"SGG",2.4,2.8,2.8,2.8,55.9,55.6,58.3,59.9,47.1,47.2,44.6,48.5,2,12,0,12,8,4,0,0,0,1,"E",12,20,2.764,2.764,14.8943560057887,4.34153400868307,2.89435600578871,0.0229693402088608,0.0266276006797189,0.0311554094041724,0.0242277354539906,1.07111918922094,-0.916367597366442,"O/OO",-0.916367597366443,1.07111918922094,0.566476018180496,"2","1","O/OO"
"OB/B",57,"10",3,188,4,"15/08/2022","MG",4619,0.3057156,1346.83,4,"12/08/2022",4601,"MG",2.6,2.5,2.7,2.8,55.1,53.8,57.7,56.4,45.4,46.2,46.6,45.4,4,8,4,12,6,5,0,0,5,1,"E",11,23,2.663,2.763,15.9811798769453,4.34310532030402,3.98117987694535,0.0277847049559279,0.0253521083340614,0.026315608478136,0.0295265922281649,0.652656208228224,1.38822157252287,"OB/B",1.38822157252287,0.652656208228224,0.374986476512514,"4","4","OB/B"
"B/OO",56,"10",4,73,4,"23/08/2022","VM",4657,0.3190476,498.64,2,"18/08/2022",1124,"MG",2.3,2.7,3,3,55.5,55.9,56.5,59.1,45.8,45.7,46.6,46.4,2,14,10,24,4,6,0,0,24,1,"E",10,52,2.9508,2.9508,33.4889521485699,8.13338755591704,9.48895214856988,0.0239403999787159,0.0282888416036827,0.0291596310541809,0.0295383228607159,-0.341095545020992,-1.24708122161141,"B/OO",-1.24708122161141,-0.341095545020992,0.567430153120776,"4","2","B/OO"
