"ID_fish","before_bold","trial","cage","treatment","log_boldness","dens_tot","dens_ces","dens_bs2","name","after_bold"
"OO/G",NA,4,"8","E",-0.957797415668222,2.27894257064722,0,2.27894257064722,"z_log_boldness",-0.957797415668221
"OO/O",0.379964884575774,1,"8","C",0.379964884575774,0,0,0,"z_log_boldness",NA
"OO/O",-0.851753089600783,2,"8","C",-0.851753089600784,0,0,0,"z_log_boldness",NA
"OO/O",NA,3,"8","E",-0.568514208111066,1.71770710639969,0.736160188457008,0.981546917942678,"z_log_boldness",-0.568514208111065
"OO/O",NA,4,"8","E",-1.36589407184662,1.71770710639969,0.736160188457008,0.981546917942678,"z_log_boldness",-1.36589407184662
"R/BB",1.21247119902643,1,"C2","C",1.21247119902643,0,0,0,"z_log_boldness",NA
"R/BB",0.295076345547952,2,"C2","C",0.295076345547952,0,0,0,"z_log_boldness",NA
"R/BB",NA,3,"C2","E",-1.65544325736797,2.39120038259206,0,2.39120038259206,"z_log_boldness",-1.65544325736797
"R/BB",NA,4,"C2","E",-0.347727671859176,2.39120038259206,0,2.39120038259206,"z_log_boldness",-0.347727671859176
"R/BG",-0.0468055947542596,1,"6","C",-0.04680559475426,0,0,0,"z_log_boldness",NA
"R/BG",0.524487737416939,2,"6","C",0.524487737416939,0,0,0,"z_log_boldness",NA
"R/BG",NA,3,"6","E",0.518056468275359,3.97526501766784,3.53356890459364,0.441696113074205,"z_log_boldness",0.518056468275359
"R/BG",NA,4,"6","E",-0.47777801281711,3.97526501766784,3.53356890459364,0.441696113074205,"z_log_boldness",-0.477778012817109
"R/BR",-0.957797415668221,1,"6","C",-0.957797415668222,0,0,0,"z_log_boldness",NA
"R/BR",-1.65544325736797,2,"6","C",-1.65544325736797,0,0,0,"z_log_boldness",NA
"R/BR",NA,3,"6","E",-1.24734660118957,15.8562367864693,13.7420718816068,2.11416490486258,"z_log_boldness",-1.24734660118957
"R/BR",NA,4,"6","E",0.401925541867091,15.8562367864693,13.7420718816068,2.11416490486258,"z_log_boldness",0.401925541867092
"R/GB",1.5004009309464,1,"7","C",1.5004009309464,0,0,0,"z_log_boldness",NA
"R/GB",-0.232574775064468,2,"7","C",-0.232574775064468,0,0,0,"z_log_boldness",NA
"R/GB",NA,3,"7","E",0.783115633031957,7.7910174152154,0.916590284142988,6.87442713107241,"z_log_boldness",0.783115633031958
"R/GB",NA,4,"7","E",-0.21906463669789,7.7910174152154,0.916590284142988,6.87442713107241,"z_log_boldness",-0.219064636697889
"R/GG",-1.14130227512213,1,"8","C",-1.14130227512213,0,0,0,"z_log_boldness",NA
"R/GG",-0.024438225453481,2,"8","C",-0.0244382254534814,0,0,0,"z_log_boldness",NA
"R/GG",NA,3,"8","E",-1.14130227512213,4.86313741836876,2.77893566763929,2.08420175072947,"z_log_boldness",-1.14130227512213
"R/GG",NA,4,"8","E",-1.83894811682188,4.86313741836876,2.77893566763929,2.08420175072947,"z_log_boldness",-1.83894811682188
"R/GR",0.895584912195956,1,"8","C",0.895584912195956,0,0,0,"z_log_boldness",NA
"R/GR",0.711192886359248,2,"8","C",0.711192886359248,0,0,0,"z_log_boldness",NA
"R/GR",NA,3,"8","E",0.913165973989891,3.34846342733834,2.60436044348538,0.744102983852965,"z_log_boldness",0.913165973989891
