ID_fish;num_fish;cage;trial;boldness;bassin_bold;date_bold;exp_bold;video_bold;exploration;activity;bassin_exp;date_act;video_act;exp_act;mass_1;mass_2;mass_3;mass_4;TL_1;TL_2;TL_3;TL_4;SL_1;SL_2;SL_3;SL_4;BS_pre;BS_post_corps;BS_muscle;BS_post_tot;P04_alive;P04_dead;P013_alive;P013_dead;P06;gonade;treatment
GO/B;49;9;4;18;3;24/08/2022;VM;825;0.3960784;590.63;3;19/08/2022;780;MG;1.8;1.9;2.2;1.9;49.5;49.1;51.9;53.1;41.2;41.6;43.8;43.4;20;30;8;38;0;4;0;0;0;0;E
O/GO;54;9;4;49;1;25/08/2022;MG;6;0.3723684;752.88;1;22/08/2022;6;MG;1.2;1.2;1.8;1.8;44.4;46.0;49.3;49.0;38.8;37.9;39.1;40.4;22;18;5;23;0;8;0;0;0;1;E
O/OB;51;9;4;28;3;24/08/2022;VM;826;0.4373823;863.46;4;19/08/2022;4643;MG;1.5;1.8;1.8;1.8;46.7;47.7;52.3;49.8;40.9;42.0;41.0;41.9;16;14;9;23;4;2;0;0;0;1;E
B/OO;56;10;3;179;3;15/08/2022;MG;1104;0.1924072;1296.04;3;12/08/2022;4753;MG;2.3;2.7;3.0;3.0;55.5;55.9;56.5;59.1;45.8;45.7;46.6;46.4;2;14;10;24;4;6;0;0;24;1;E
BO/G;55;10;3;36;3;17/08/2022;MG;1117;0.3642857;565.95;3;14/08/2022;1100;MG;2.4;2.2;2.7;2.8;55.8;56.1;59.1;56.8;46.6;45.6;47.0;48.4;4;6;0;6;19;10;0;0;0;1;E
G/OO;59;10;3;40;4;17/08/2022;MG;4632;0.3378871;714.51;3;14/08/2022;1099;MG;1.6;1.7;2.1;2.2;47.0;49.5;50.8;50.5;39.5;41.1;42.2;41.6;24;34;6;40;4;10;0;0;2;0;E
GO/O;58;10;3;114;3;16/08/2022;MG;1112;0.2907679;575.17;1;13/08/2022;704;SGG;2.0;2.0;1.9;2.1;49.6;50.0;52.5;52.4;43.4;43.5;42.4;44.0;5;24;7;31;11;16;0;0;14;1;E
O/OO;60;10;3;280;2;16/08/2022;JAP;725;0.3189815;564.86;1;13/08/2022;702;SGG;2.4;2.8;2.8;2.8;55.9;55.6;58.3;59.9;47.1;47.2;44.6;48.5;2;12;0;12;8;4;0;0;0;1;E
OB/B;57;10;3;188;4;15/08/2022;MG;4619;0.3057156;1346.83;4;12/08/2022;4601;MG;2.6;2.5;2.7;2.8;55.1;53.8;57.7;56.4;45.4;46.2;46.6;45.4;4;8;4;12;6;5;0;0;5;1;E
B/OO;56;10;4;73;4;23/08/2022;VM;4657;0.3190476;498.64;2;18/08/2022;1124;MG;2.3;2.7;3.0;3.0;55.5;55.9;56.5;59.1;45.8;45.7;46.6;46.4;2;14;10;24;4;6;0;0;24;1;E
BO/G;55;10;4;38;1;25/08/2022;MG;4;0.3252688;834.54;1;22/08/2022;9;MG;2.4;2.2;2.7;2.8;55.8;56.1;59.1;56.8;46.6;45.6;47.0;48.4;4;6;0;6;19;10;0;0;0;1;E
G/OO;59;10;4;89;2;25/08/2022;MG;837;0.4233333;756.9;3;22/08/2022;1136;VM;1.6;1.7;2.1;2.2;47.0;49.5;50.8;50.5;39.5;41.1;42.2;41.6;24;34;6;40;4;10;0;0;2;0;E
GO/O;58;10;4;112;4;24/08/2022;VM;4662;0.374537;628.08;4;19/08/2022;4644;MG;2.0;2.0;1.9;2.1;49.6;50.0;52.5;52.4;43.4;43.5;42.4;44.0;5;24;7;31;11;16;0;0;14;1;E
O/OO;60;10;4;95;4;24/08/2022;VM;4664;0.3384236;574.09;1;19/08/2022;4;MG;2.4;2.8;2.8;2.8;55.9;55.6;58.3;59.9;47.1;47.2;44.6;48.5;2;12;0;12;8;4;0;0;0;1;E
OB/B;57;10;4;164;3;23/08/2022;VM;811;0.3328625;778.96;2;22/08/2022;785;MG;2.6;2.5;2.7;2.8;55.1;53.8;57.7;56.4;45.4;46.2;46.6;45.4;4;8;4;12;6;5;0;0;5;1;E
