"ID_fish","trial","cage","treatment","exploration","log_boldness","log_activity","z_log_boldness","z_log_activity","z_exploration","dens_tot","dens_ces","BS_pre","BS_post_tot","dens_bs2","name","body_condition","z_bc","z_ces","z_bs2","z_dens"
"BG/B",3,"1","E",0.2547289,0.938974829006827,0.100664067303594,0.938974829006827,0.100664067303594,-0.429159914211626,3.74531835205992,2.62172284644195,0,3,1.12359550561798,"fulton3",0.0301430874688676,1.40277633457248,-0.416557440105954,-0.820868852139578,-0.74803769269722
"BG/B",4,"1","E",0.1670359,-0.778963052744192,-1.46670767467313,-0.778963052744191,-1.46670767467313,-1.67548515566972,3.74531835205992,2.62172284644195,0,3,1.12359550561798,"fulton4",0.0257168450150737,-0.396444107299771,-0.416557440105954,-0.820868852139578,-0.74803769269722
"BG/G",3,"4","E",0.2424504,-1.50029210939706,0.0457431265252113,-1.50029210939706,0.0457431265252116,-0.603666482321317,21.3219616204691,2.13219616204691,23,59,19.1897654584222,"fulton3",0.025559840709417,-0.460264686300672,-0.505427703618203,4.03480316993226,1.71013425960396
"BG/G",4,"4","E",0.2867232,-0.877235215124145,-2.05953143473773,-0.877235215124145,-2.05953143473773,0.0255548711507466,21.3219616204691,2.13219616204691,23,59,19.1897654584222,"fulton4",0.0270213702597354,0.133831518501502,-0.505427703618203,4.03480316993226,1.71013425960396
"BG/R",3,"3","E",0.2618747,0.678722644818326,-0.191137756402435,0.678722644818326,-0.191137756402435,-0.32760117052158,15.7068062827225,11.8990956687292,0,8,3.80771061399334,"fulton3",0.0263739835905891,-0.129324271332203,1.26768694064104,-0.0994551452052233,0.924829742223705
"BG/R",4,"3","E",0.2472678,-1.14130227512213,-1.0535392720306,-1.14130227512213,-1.0535392720306,-0.53519981772779,15.7068062827225,11.8990956687292,0,8,3.80771061399334,"fulton4",0.023210635389321,-1.41519164256103,1.26768694064104,-0.0994551452052233,0.924829742223705
"BO/G",3,"10","E",0.3642857,-0.957797415668222,-0.920035094862127,-0.957797415668221,-0.920035094862126,1.12790171229648,7.74050866199779,7.00331736085514,4,6,0.737191301142647,"fulton3",0.0251678337169991,-0.619611355959629,0.378891452697393,-0.924723298864219,-0.189292509443376
"BO/G",4,"10","E",0.3252688,-0.903379287528398,0.131869881042849,-0.903379287528398,0.13186988104285,0.573379147058139,7.74050866199779,7.00331736085514,4,6,0.737191301142647,"fulton4",0.0239284026911859,-1.12342687470112,0.378891452697393,-0.924723298864219,-0.189292509443376
"BR/B",3,"1","E",0.2351165,-0.711084064809912,0.915962877877711,-0.711084064809911,0.915962877877712,-0.707898572548923,9.79519145146928,5.34283170080142,0,10,4.45235975066785,"fulton3",0.0270219962695283,0.13408598481869,0.0774414952764791,0.0738081853834118,0.0980640424775808
"BR/B",4,"1","E",0.2972973,-1.83894811682188,-0.847133557658972,-1.83894811682188,-0.847133557658972,0.175837878183257,9.79519145146928,5.34283170080142,0,10,4.45235975066785,"fulton4",0.026010155216933,-0.277216632414706,0.0774414952764791,0.0738081853834118,0.0980640424775808
"BR/R",3,"1","E",0.2946506,-0.957797415668222,-0.369822519235279,-0.957797415668221,-0.369822519235279,0.138222002154759,5.54156171284635,2.51889168765743,2,8,3.02267002518892,"fulton3",0.0266422215830421,-0.0202883826870736,-0.435225742508598,-0.310451700269555,-0.49682504750868
"BR/R",4,"1","E",0.2733717,0.537228289767089,-1.0323559010175,0.537228289767089,-1.0323559010175,-0.164201568488993,5.54156171284635,2.51889168765743,2,8,3.02267002518892,"fulton4",0.0239497532487689,-1.11474810031185,-0.435225742508598,-0.310451700269555,-0.49682504750868
"G/BG",3,"5","E",0.2462335,1.25678924724569,-1.76831813487644,1.25678924724569,-1.76831813487644,-0.549899670592216,3.50109409190372,1.75054704595186,0,4,1.75054704595186,"fulton3",0.0280651789826926,0.558128653453841,-0.574713523161421,-0.652362131481748,-0.782193544711722
"G/BG",4,"5","E",0.3578154,-0.26015157396847,-0.337094201436014,-0.260151573968469,-0.337094201436014,1.03594342360974,3.50109409190372,1.75054704595186,0,4,1.75054704595186,"fulton4",0.0268242862509391,0.0537189668068935,-0.574713523161421,-0.652362131481748,-0.782193544711722
"G/BR",3,"5","E",0.2336066,-0.607230142645328,-0.313809039626364,-0.607230142645327,-0.313809039626364,-0.729357827929371,6.86378035902851,0,5,18,6.86378035902851,"fulton3",0.0261199180331045,-0.232599216022624,-0.892513516958671,0.72192937609804,-0.311906872791194
"G/BR",4,"5","E",0.3147541,0.768130390523211,0.452389563765598,0.768130390523212,0.452389563765598,0.423940354721699,6.86378035902851,0,5,18,6.86378035902851,"fulton4",0.0264993782649833,-0.0783526709675236,-0.892513516958671,0.72192937609804,-0.311906872791194
"G/GB",3,"7","E",0.2786885,-0.0813172110444402,1.43595537515432,-0.0813172110444398,1.43595537515432,-0.0886372470062706,3.86428626632661,1.9321431331633,2,7,1.9321431331633,"fulton3",0.0280421228349132,0.548756574805061,-0.541745979945226,-0.603554274459821,-0.731399499294287
"G/GB",4,"7","E",0.3693918,-1.07634488632528,-1.2210001514344,-1.07634488632527,-1.2210001514344,1.20047148771082,3.86428626632661,1.9321431331633,2,7,1.9321431331633,"fulton4",0.0280230501553472,0.54100373358259,-0.541745979945226,-0.603554274459821,-0.731399499294287
"G/GG",3,"6","E",0.2873406,1.05516020002042,0.634896084844939,1.05516020002042,0.63489608484494,0.0343295875371881,5.19649236765183,1.6239038648912,8,19,3.57258850276064,"fulton3",0.0304248052183202,1.51729160095128,-0.597704737392774,-0.162649273250381,-0.545084534431343
"G/GG",4,"6","E",0.2849462,-0.141604103311416,-0.141644292609805,-0.141604103311415,-0.141644292609804,0.000299492111700635,5.19649236765183,1.6239038648912,8,19,3.57258850276064,"fulton4",0.024632,-0.837422058182418,-0.597704737392774,-0.162649273250381,-0.545084534431343
"G/OG",3,"9","E",0.2656578,-0.957797415668222,0.0551078568662502,-0.957797415668221,0.0551078568662506,-0.273834358792478,4.8348106365834,0.8058017727639,2,12,4.0290088638195,"fulton3",0.0241554888206937,-1.03111878029796,-0.746225647130565,-0.0399764774509904,-0.595667337609132
"G/OG",4,"9","E",0.3305556,-1.14130227512213,-0.27694912411684,-1.14130227512213,-0.27694912411684,0.648517097482239,4.8348106365834,0.8058017727639,2,12,4.0290088638195,"fulton4",0.025666326851531,-0.416979203034069,-0.746225647130565,-0.0399764774509904,-0.595667337609132
"G/OO",3,"10","E",0.3378871,-0.851753089600784,-0.28871255311744,-0.851753089600783,-0.28871255311744,0.752715078025155,10.2021888332406,2.78241513633834,24,40,7.41977369690224,"fulton3",0.0273634115473064,0.272867661005299,-0.387384840117605,0.871364552575651,0.154984441512386
"G/OO",4,"10","E",0.4233333,-0.04680559475426,-0.132611723054858,-0.0468055947542596,-0.132611723054857,1.96710796966618,10.2021888332406,2.78241513633834,24,40,7.41977369690224,"fulton4",0.0299536210599681,1.32576025614959,-0.387384840117605,0.871364552575651,0.154984441512386
"G/RB",3,"5","E",0.2680549,-0.802646267697309,1.7288273559643,-0.802646267697309,1.7288273559643,-0.239765889971716,5.45723863724955,3.50822483823185,2,7,1.9490137990177,"fulton3",0.0304086058802248,1.51070674245103,-0.255618990526103,-0.599019919895631,-0.50861800570886
"G/RB",4,"5","E",0.3559719,0.119591370726934,1.3919653941083,0.119591370726934,1.3919653941083,1.00974292205742,5.45723863724955,3.50822483823185,2,7,1.9490137990177,"fulton4",0.0285312663709457,0.747588215463382,-0.255618990526103,-0.599019919895631,-0.50861800570886
"G/RR",3,"3","E",0.2441294,0.524487737416939,1.41784754953014,0.524487737416939,1.41784754953014,-0.579803915407104,9.15415598681802,7.68949102892713,2,6,1.46466495789088,"fulton3",0.0304687080924981,1.53513765197592,0.50346164803227,-0.729199095831998,0.0084123737503528
"G/RR",4,"3","E",0.2871194,0.157221555214031,1.10667122149505,0.157221555214031,1.10667122149505,0.0311858115982819,9.15415598681802,7.68949102892713,2,6,1.46466495789088,"fulton4",0.0273380641631473,0.262564219157474,0.50346164803227,-0.729199095831998,0.0084123737503528
"GB/B",3,"3","E",0.3287317,0.511583840205618,1.35112106565582,0.511583840205618,1.35112106565582,0.622595158354881,6.87466948704389,1.05764145954521,5,16,5.81702802749868,"fulton3",0.0259359877495809,-0.307364918410067,-0.700505852805653,0.440592157222883,-0.310383979673113
"GB/B",4,"3","E",0.3180328,-1.21074292387571,0.588079369939165,-1.21074292387571,0.588079369939166,0.470538447718502,6.87466948704389,1.05764145954521,5,16,5.81702802749868,"fulton4",0.0207517146776406,-2.41471673762362,-0.700505852805653,0.440592157222883,-0.310383979673113
"GB/G",3,"4","E",0.2433132,1.40349924499992,-0.325657151935654,1.40349924499993,-0.325657151935654,-0.591404050675347,8.28025477707006,3.82165605095541,6,13,4.45859872611465,"fulton3",0.0240619709127748,-1.06913281440597,-0.198717670627414,0.0754850443193433,-0.113806608001726
"GB/G",4,"4","E",0.1944202,0.964138394566738,-0.989006659849595,0.964138394566739,-0.989006659849594,-1.28628938964893,8.28025477707006,3.82165605095541,6,13,4.45859872611465,"fulton4",0.0193390868307384,-2.98893492052634,-0.198717670627414,0.0754850443193433,-0.113806608001726
"GG/G",3,"4","E",0.2088285,1.36252383636773,1.38247158812775,1.36252383636773,1.38247158812775,-1.0815133188508,11.142061281337,9.15240748109829,0,5,1.98965380023876,"fulton3",0.0283261736008268,0.664220187541224,0.769044250054309,-0.5880970448523,0.28642979517691
"GG/G",4,"4","E",0.2303943,1.96674704914924,-0.519701785202567,1.96674704914924,-0.519701785202567,-0.775012219649757,11.142061281337,9.15240748109829,0,5,1.98965380023876,"fulton4",0.0259868974125292,-0.286670682334749,0.769044250054309,-0.5880970448523,0.28642979517691
"GG/R",3,"4","E",0.209752,0.166413310386665,1.92822145652101,0.166413310386666,1.92822145652101,-1.06838819642955,8.37598883201489,6.51465798045603,5,9,1.86133085155886,"fulton3",0.028192841238069,0.610022001350284,0.290178642368229,-0.622586599269341,-0.100417773447155
"GG/R",4,"4","E",0.2412178,-0.04680559475426,1.29661486586447,-0.0468055947542596,1.29661486586447,-0.621184647883235,8.37598883201489,6.51465798045603,5,9,1.86133085155886,"fulton4",0.0262885859926193,-0.164037485883375,0.290178642368229,-0.622586599269341,-0.100417773447155
"GO/B",3,"9","E",0.2882883,-0.0930891603994867,-0.78295864851668,-0.0930891603994863,-0.78295864851668,0.0477986492790583,9.53389830508475,0,20,38,9.53389830508475,"fulton3",0.0260390410435267,-0.265474851382532,-0.892513516958671,1.43958104439117,0.0615210305974111
"GO/B",4,"9","E",0.3960784,-1.65544325736797,-0.804426342525153,-1.65544325736797,-0.804426342525153,1.57975128414491,9.53389830508475,0,20,38,9.53389830508475,"fulton4",0.0230957889037065,-1.46187551646804,-0.892513516958671,1.43958104439117,0.0615210305974111
"GO/O",3,"10","E",0.2907679,0.202363210349756,-0.87626632295461,0.202363210349757,-0.87626632295461,0.0830396385110325,25.4009363482419,12.4514393863931,5,31,12.9494969618488,"fulton3",0.023716620935403,-1.2095139040941,1.36796121230569,2.35759669904303,2.28059706736759
"GO/O",4,"10","E",0.374537,0.184548759523791,-0.637915120259405,0.184548759523792,-0.637915120259405,1.27359696673822,25.4009363482419,12.4514393863931,5,31,12.9494969618488,"fulton4",0.0235701540195342,-1.26905114631255,1.36796121230569,2.35759669904303,2.28059706736759
"GR/G",3,"3","E",0.2689625,0.667662201688551,0.744480262978185,0.667662201688551,0.744480262978185,-0.226866744211537,7.47463961558996,4.27122263747998,0,6,3.20341697810998,"fulton3",0.0270145812468803,0.131071857042253,-0.117101893011296,-0.261872066364511,-0.226475481350158
"GR/G",4,"3","E",0.2581081,-1.17542385451686,-0.571002065690092,-1.17542385451686,-0.571002065690091,-0.381133478168439,7.47463961558996,4.27122263747998,0,6,3.20341697810998,"fulton4",0.0254621872992244,-0.499959758062154,-0.117101893011296,-0.261872066364511,-0.226475481350158
"GR/R",3,"4","E",0.2348361,0.598618668819435,0.441787270635064,0.598618668819436,0.441787270635064,-0.711883720710178,11.4803625377643,9.06344410876133,1,5,2.41691842900302,"fulton3",0.0293593778729427,1.08420672610675,0.752893550624523,-0.473260479640562,0.333742734700038
"GR/R",4,"4","E",0.2924236,-1.07634488632528,0.377879688880585,-1.07634488632527,0.377879688880585,0.106571057236383,11.4803625377643,9.06344410876133,1,5,2.41691842900302,"fulton4",0.026054294094795,-0.259274648404646,0.752893550624523,-0.473260479640562,0.333742734700038
"O/GO",3,"9","E",0.3355735,0.365053645978396,1.06996516427613,0.365053645978397,1.06996516427613,0.719833341984224,0.563063063063063,0,22,23,0.563063063063063,"fulton3",0.0297106866680035,1.22701001175621,-0.892513516958671,-0.971524010697689,-1.19309028761071
"O/GO",4,"9","E",0.3723684,-0.647495119726398,-0.147035158585106,-0.647495119726397,-0.147035158585105,1.24277602414729,0.563063063063063,0,22,23,0.563063063063063,"fulton4",0.0269338766049921,0.0982662791835958,-0.892513516958671,-0.971524010697689,-1.19309028761071
"O/OB",3,"9","E",0.3424408,-1.24734660118957,-0.713520511036227,-1.24734660118957,-0.713520511036226,0.817433941013395,6.17283950617284,2.24466891133558,16,23,3.92817059483726,"fulton3",0.0258556898477967,-0.340005160746036,-0.48500903557443,-0.0670789326327105,-0.408538032635094
"O/OB",4,"9","E",0.4373823,-1.21074292387571,0.224139325959815,-1.21074292387571,0.224139325959816,2.16677753641888,6.17283950617284,2.24466891133558,16,23,3.92817059483726,"fulton4",0.0242251029189631,-1.00282139036591,-0.48500903557443,-0.0670789326327105,-0.408538032635094
"O/OO",3,"10","E",0.3189815,1.10678639794803,-0.925256558985221,1.10678639794804,-0.925256558985221,0.484021721828993,6.5123010130246,2.89435600578871,2,12,3.61794500723589,"fulton3",0.0311554094041724,1.81427442550848,-0.367062731266402,-0.150458736441816,-0.361062826915429
"O/OO",4,"10","E",0.3384236,0.018858350895845,-0.881356828304771,0.0188583508958454,-0.881356828304771,0.760340013790179,6.5123010130246,2.89435600578871,2,12,3.61794500723589,"fulton4",0.0242277354539906,-1.00175129289952,-0.367062731266402,-0.150458736441816,-0.361062826915429
"OB/B",3,"10","E",0.3057156,0.705853403300173,1.42822406195161,0.705853403300173,1.42822406195162,0.295481860943188,6.87658342381469,3.98117987694535,4,12,2.89540354686934,"fulton3",0.026315608478136,-0.153053133164474,-0.16975719737001,-0.344657305538317,-0.310116307079626
"OB/B",4,"10","E",0.3328625,0.568391466287446,-0.0548010713398669,0.568391466287446,-0.0548010713398666,0.681303610653411,6.87658342381469,3.98117987694535,4,12,2.89540354686934,"fulton4",0.0295265922281649,1.1521775815741,-0.16975719737001,-0.344657305538317,-0.310116307079626
"OB/O",3,"8","E",0.2497843,-0.0134382231101598,0.928156752415725,-0.0134382231101594,0.928156752415725,-0.499434392093711,1.94539913105505,1.2969327540367,4,6,0.648466377018352,"fulton3",0.0296534923902976,1.20376114667915,-0.657064134354847,-0.948570031893757,-0.999764423331516
"OB/O",4,"8","E",0.2758945,-1.21074292387571,0.845990535642721,-1.21074292387571,0.845990535642722,-0.128346604932604,1.94539913105505,1.2969327540367,4,6,0.648466377018352,"fulton4",0.0300888073460942,1.38071204245546,-0.657064134354847,-0.948570031893757,-0.999764423331516
"OG/B",3,"7","E",0.1921922,-1.07634488632528,0.412744304614138,-1.07634488632527,0.412744304614138,-1.31795454693593,2.64177527298345,2.64177527298345,14,11,0,"fulton3",0.0297283622925628,1.23419496498955,-0.412917057492276,-1.12285932798518,-0.902373114069596
"OG/B",4,"7","E",0.2632058,1.06269948767815,-0.0692693779536503,1.06269948767815,-0.0692693779536499,-0.30868308665052,2.64177527298345,2.64177527298345,14,11,0,"fulton4",0.0256006388707512,-0.443680667998563,-0.412917057492276,-1.12285932798518,-0.902373114069596
"OG/G",3,"7","E",0.3037634,-0.851753089600784,-0.930632239197295,-0.851753089600783,-0.930632239197295,0.26773647492179,2.23538616295965,1.67653962221974,4,5,0.558846540739913,"fulton3",0.0277507238117354,0.430305973710285,-0.588149071127645,-0.972657291826365,-0.959208443587639
"OG/G",4,"7","E",0.2800926,-0.410653798218626,-0.200294586865289,-0.410653798218625,-0.200294586865289,-0.0686816602258968,2.23538616295965,1.67653962221974,4,5,0.558846540739913,"fulton4",0.0275441435923277,0.346333313485538,-0.588149071127645,-0.972657291826365,-0.959208443587639
"OG/O",3,"8","E",0.200579,-0.778963052744192,-0.677531747882409,-0.778963052744191,-0.677531747882409,-1.19875825378755,10.9697235629662,0.438788942518649,6,30,10.5309346204476,"fulton3",0.0282678699575776,0.640520377179577,-0.812854347824542,1.70755601385865,0.262327596642558
"OG/O",4,"8","E",0.3371143,-0.778963052744192,-0.731137847565664,-0.778963052744191,-0.731137847565664,0.741731759555051,10.9697235629662,0.438788942518649,6,30,10.5309346204476,"fulton4",0.0248436098033211,-0.751404925634799,-0.812854347824542,1.70755601385865,0.262327596642558
"OO/B",3,"7","E",0.2338223,-1.77399072802503,1.30456216598102,-1.77399072802503,1.30456216598102,-0.726292220017878,6.35391295139257,1.58847823784814,4,13,4.76543471354443,"fulton3",0.02992147194504,1.31269198314589,-0.604136020733935,0.157953820126266,-0.383214103739883
"OO/B",4,"7","E",0.3665756,0.485268872105883,0.179992130648866,0.485268872105884,0.179992130648867,1.1604466152011,6.35391295139257,1.58847823784814,4,13,4.76543471354443,"fulton4",0.0258589651002828,-0.338673805474199,-0.604136020733935,0.157953820126266,-0.383214103739883
"OO/G",3,"8","E",0.3628035,-1.07634488632528,0.57013981301052,-1.07634488632527,0.57013981301052,1.10683613952683,2.27894257064722,0,4,9,2.27894257064722,"fulton3",0.0292591770248065,1.04347614793766,-0.892513516958671,-0.510344461297428,-0.953116885712478
"OO/G",4,"8","E",0.3542857,-0.957797415668222,-0.793808256747108,-0.957797415668221,-0.793808256747108,0.985778026089135,2.27894257064722,0,4,9,2.27894257064722,"fulton4",0.024897548686538,-0.729479343765143,-0.892513516958671,-0.510344461297428,-0.953116885712478
"OO/O",3,"8","E",0.2689516,-0.568514208111066,-0.548503731751552,-0.568514208111065,-0.548503731751551,-0.227021659029502,1.71770710639969,0.736160188457008,2,6,0.981546917942678,"fulton3",0.027963264394687,0.516701458269923,-0.758868606434025,-0.85904746746046,-1.03160816847803
"OO/O",4,"8","E",0.3531616,-1.36589407184662,-0.83718240321592,-1.36589407184662,-0.837182403215919,0.969801902522568,1.71770710639969,0.736160188457008,2,6,0.981546917942678,"fulton4",0.029835082321568,1.27757552078779,-0.758868606434025,-0.85904746746046,-1.03160816847803
"R/BG",3,"6","E",0.2325976,0.518056468275359,-0.575549530774352,0.518056468275359,-0.575549530774352,-0.743698107867692,3.97526501766784,3.53356890459364,11,12,0.441696113074205,"fulton3",0.0299345636997857,1.31801364209348,-0.25101794644037,-1.00414399074906,-0.715878625957867
"R/BG",4,"6","E",0.2928666,-0.47777801281711,-0.300336940013026,-0.477778012817109,-0.300336940013025,0.112867136535368,3.97526501766784,3.53356890459364,11,12,0.441696113074205,"fulton4",0.0262186070396867,-0.192483185352284,-0.25101794644037,-1.00414399074906,-0.715878625957867
"R/BR",3,"6","E",0.2853345,-1.24734660118957,-2.14791436709664,-1.24734660118957,-2.14791436709663,0.00581815484713204,15.8562367864693,13.7420718816068,0,4,2.11416490486258,"fulton3",0.0228276741293052,-1.57086131828676,1.60226682546927,-0.554632005569566,0.945728264627515
"R/BR",4,"6","E",0.2968542,0.401925541867091,-0.273290572722608,0.401925541867092,-0.273290572722607,0.16954037764741,15.8562367864693,13.7420718816068,0,4,2.11416490486258,"fulton4",0.0223628716570092,-1.75979857563716,1.60226682546927,-0.554632005569566,0.945728264627515
"R/GB",3,"7","E",0.3101237,0.783115633031957,0.678769968239689,0.783115633031958,0.67876996823969,0.358131403060249,7.7910174152154,0.916590284142988,0,15,6.87442713107241,"fulton3",0.0275311059825899,0.341033663907305,-0.726112741104703,0.724790925240664,-0.182228635038621
"R/GB",4,"7","E",0.2850539,-0.21906463669789,-1.13934666744212,-0.219064636697889,-1.13934666744212,0.00183016421215439,7.7910174152154,0.916590284142988,0,15,6.87442713107241,"fulton4",0.0282244799736578,0.622882810585343,-0.726112741104703,0.724790925240664,-0.182228635038621
